"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Tyler Fitzgerald","SFG","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".429","2.00",".429","50.0%","224","81","164","9.00","3.17","5.83","6.69","7.09","26208","666149"
"Evan Kravetz","CIN","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","75","78","0.00","3.17","-3.17","3.17","-1.18","27536","667478"
"Matt Mervis","CHC","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".778","10.50",".778","14.3%","2000","80","133","81.00","3.17","77.83","5.43","5.72","27845","670223"
"Ben Joyce","LAA","8.57","3.63","2.36","0.26","23.2%","9.9%","13.4%",".210","1.15",".278","84.5%","51","77","90","2.08","3.20","-1.12","3.69","3.53","31461","690829"
"Grant Holmes","ATL","9.22","1.98","4.67","0.92","24.8%","5.3%","19.5%",".249","1.19",".314","76.5%","86","81","87","3.56","3.20","0.36","3.52","3.37","16944","656550"
"Nick Martinez","CIN","7.33","1.14","6.44","0.82","20.4%","3.2%","17.2%",".234","1.03",".275","71.5%","72","76","96","3.10","3.21","-0.11","3.89","3.80","12730","607259"
"Justin Steele","CHC","9.02","2.47","3.65","0.80","24.3%","6.7%","17.7%",".216","1.10",".270","72.5%","76","81","89","3.07","3.23","-0.16","3.62","3.74","17312","657006"
"Carlos Estevez","- - -","8.18","1.96","4.17","0.82","23.6%","5.7%","17.9%",".191","0.91",".229","75.0%","60","78","100","2.45","3.24","-0.78","4.09","3.57","14542","608032"
"Framber Valdez","HOU","8.63","2.81","3.07","0.66","24.0%","7.8%","16.2%",".218","1.11",".276","77.1%","73","79","75","2.91","3.25","-0.34","3.08","3.41","17295","664285"
"Hunter Stratton","PIT","7.88","1.67","4.71","0.72","20.9%","4.4%","16.5%",".250","1.17",".304","70.1%","85","81","98","3.58","3.25","0.34","3.98","3.60","23455","676702"
"Seth Lugo","KCR","7.88","2.09","3.77","0.70","21.7%","5.7%","15.9%",".227","1.09",".277","75.1%","73","79","93","3.00","3.25","-0.24","3.83","3.94","12447","607625"
"Tanner Banks","- - -","9.71","3.11","3.12","0.75","25.1%","8.0%","17.0%",".244","1.30",".317","63.2%","98","78","88","3.98","3.25","0.73","3.59","3.39","16990","621383"
"George Kirby","SEA","8.43","1.08","7.78","1.04","23.0%","3.0%","20.1%",".242","1.07",".291","71.6%","94","83","87","3.53","3.26","0.27","3.58","3.56","25436","669923"
"Kevin Kelly","TBR","8.02","1.15","7.00","0.89","22.7%","3.2%","19.4%",".223","0.96",".268","75.9%","69","82","76","2.67","3.27","-0.59","3.13","2.83","25679","687330"
"Logan Gilbert","SEA","9.49","1.60","5.95","1.12","27.4%","4.6%","22.8%",".194","0.89",".236","69.5%","86","83","76","3.23","3.27","-0.03","3.11","3.19","22250","669302"
"Fernando Cruz","CIN","14.72","4.73","3.11","1.22","37.8%","12.2%","25.7%",".214","1.34",".336","69.8%","112","77","66","4.86","3.27","1.59","2.67","2.74","7048","518585"
"Evan Phillips","LAD","10.37","2.80","3.71","0.99","27.6%","7.5%","20.2%",".229","1.19",".298","62.5%","88","79","86","3.62","3.28","0.35","3.48","3.15","17734","623465"
"Jared Koenig","MIL","9.15","3.34","2.74","0.58","23.8%","8.7%","15.1%",".227","1.24",".292","78.2%","60","81","97","2.47","3.28","-0.81","3.95","3.69","27517","657649"
"Tyler Ferguson","OAK","10.87","4.21","2.58","0.70","30.0%","11.6%","18.4%",".177","1.09",".243","66.8%","95","83","92","3.68","3.28","0.40","3.77","3.42","19481","621053"
"Mark Leiter Jr.","- - -","13.34","3.41","3.91","1.24","33.6%","8.6%","25.0%",".238","1.33",".343","66.9%","112","81","68","4.50","3.29","1.21","2.75","2.63","15551","643410"
"Spencer Schwellenbach","ATL","9.24","1.67","5.52","1.02","25.4%","4.6%","20.8%",".225","1.04",".279","74.5%","81","83","83","3.35","3.29","0.06","3.34","3.42","31846","680885"
"Alex Cobb","CLE","5.51","1.65","3.33","0.55","16.1%","4.8%","11.3%",".237","1.04",".271","64.1%","69","81","90","2.76","3.29","-0.53","3.70","3.87","6562","502171"
"Matthew Boyd","CLE","10.44","2.95","3.54","0.91","27.7%","7.8%","19.9%",".212","1.13",".277","74.9%","69","81","95","2.72","3.29","-0.57","3.89","3.65","15440","571510"
"Cionel Perez","BAL","7.71","4.70","1.64","0.00","19.3%","11.8%","7.6%",".229","1.40",".296","63.8%","114","81","112","4.53","3.30","1.23","4.59","4.37","19614","672335"
"Ryan Thompson","ARI","7.06","2.04","3.47","0.68","19.1%","5.5%","13.6%",".250","1.19",".296","74.0%","78","84","83","3.26","3.30","-0.05","3.35","3.23","16647","657044"
"Reed Garrett","NYM","13.03","4.71","2.77","0.94","33.6%","12.1%","21.5%",".233","1.40",".349","73.4%","94","82","78","3.77","3.31","0.46","3.16","3.10","16866","657585"
"Nabil Crismatt","LAD","7.71","0.00","6.00","1.29","23.1%","0.0%","23.1%",".269","1.00",".316","71.4%","63","79","68","2.57","3.31","-0.74","2.75","2.75","17732","622503"
"Ryan Brasier","LAD","8.04","1.61","5.00","0.96","22.7%","4.5%","18.2%",".210","0.96",".247","65.8%","86","79","89","3.54","3.31","0.23","3.59","3.42","5615","518489"
"John Means","BAL","6.97","0.87","8.00","0.87","20.0%","2.5%","17.5%",".208","0.87",".237","80.2%","66","81","111","2.61","3.31","-0.70","4.54","4.61","16269","607644"
"Richard Fitts","BOS","3.92","3.05","1.29","0.00","10.6%","8.2%","2.4%",".244","1.26",".275","76.9%","42","80","135","1.74","3.31","-1.57","5.51","5.80","30160","690916"
"Bryan Hoeing","- - -","7.21","2.35","3.07","0.67","20.5%","6.7%","13.8%",".219","1.06",".262","81.7%","53","82","86","2.18","3.32","-1.14","3.50","3.66","26304","663773"
"Tanner Houck","BOS","7.76","2.42","3.21","0.55","20.7%","6.5%","14.3%",".230","1.14",".282","70.9%","75","80","87","3.12","3.32","-0.19","3.58","3.73","19879","656557"
"Huascar Brazoban","- - -","8.88","4.35","2.04","0.35","23.5%","11.5%","12.0%",".201","1.22",".265","63.3%","94","82","100","3.83","3.32","0.51","4.08","4.02","6107","623211"
"Derek Law","WSN","7.60","2.40","3.17","0.70","20.8%","6.6%","14.2%",".241","1.18",".292","78.2%","63","82","87","2.60","3.32","-0.72","3.54","3.58","13133","571882"
"Sean Burke","CHW","10.42","3.32","3.14","0.95","28.9%","9.2%","19.7%",".174","1.00",".222","92.6%","35","79","84","1.42","3.32","-1.90","3.47","3.56","29878","680732"
"Andrew Nardi","MIA","12.68","3.26","3.89","1.27","33.3%","8.6%","24.8%",".230","1.25",".325","63.9%","121","82","83","5.07","3.33","1.75","3.35","2.77","25942","677053"
"Garrett Whitlock","BOS","8.35","3.44","2.43","0.49","22.7%","9.3%","13.3%",".209","1.15",".265","87.4%","47","81","94","1.96","3.33","-1.37","3.86","4.18","20191","676477"
"Max Fried","ATL","8.57","2.94","2.91","0.67","23.2%","8.0%","15.3%",".225","1.16",".282","72.5%","78","84","82","3.25","3.33","-0.08","3.33","3.61","13743","608331"
"John McMillon","MIA","9.75","3.75","2.60","0.75","27.7%","10.6%","17.0%",".167","1.00",".214","75.5%","36","82","93","1.50","3.33","-1.83","3.76","3.52","27942","669111"
"Luke Weaver","NYY","11.04","2.79","3.96","1.07","31.1%","7.9%","23.3%",".173","0.93",".223","79.4%","73","80","83","2.89","3.33","-0.44","3.42","2.87","16918","596133"
"Michael King","SDP","10.42","3.26","3.19","0.88","27.7%","8.7%","19.0%",".220","1.19",".290","75.2%","74","83","86","2.95","3.33","-0.38","3.50","3.63","19853","650633"
"Randy Rodriguez","SFG","9.11","3.10","2.94","0.69","24.0%","8.1%","15.8%",".235","1.24",".301","62.5%","107","86","101","4.30","3.34","0.96","4.11","3.65","23974","678495"
"Ryan Fernandez","STL","9.59","4.32","2.22","0.54","24.9%","11.2%","13.7%",".231","1.35",".307","71.8%","87","84","96","3.51","3.35","0.16","3.90","3.87","24862","681676"
"Enoli Paredes","- - -","6.65","4.15","1.60","0.00","18.4%","11.5%","6.9%",".173","1.06",".220","84.0%","41","83","118","1.66","3.35","-1.69","4.82","4.65","20447","660600"
"Andres Munoz","SEA","11.68","3.94","2.96","0.91","33.2%","11.2%","22.0%",".153","0.96",".208","85.3%","56","85","72","2.12","3.35","-1.23","2.98","2.94","20373","662253"
"Kodai Senga","NYM","15.19","1.69","9.00","1.69","45.0%","5.0%","40.0%",".111","0.56",".125","76.9%","85","83","44","3.38","3.35","0.02","1.77","1.66","31838","673540"
"Osvaldo Bido","OAK","8.95","3.69","2.42","0.43","24.3%","10.0%","14.3%",".190","1.09",".250","71.0%","88","85","113","3.41","3.36","0.05","4.63","4.23","23150","674370"
"Yency Almonte","CHC","11.49","4.60","2.50","0.57","29.9%","11.9%","17.9%",".158","1.09",".222","68.2%","85","84","96","3.45","3.36","0.09","3.88","3.46","15068","622075"
"River Ryan","LAD","7.97","3.98","2.00","0.44","22.2%","11.1%","11.1%",".208","1.18",".264","88.5%","32","81","105","1.33","3.36","-2.04","4.29","4.50","29514","689981"
"Carmen Mlodzinski","PIT","8.17","3.38","2.42","0.53","22.0%","9.1%","12.9%",".218","1.18",".273","69.2%","80","83","103","3.38","3.36","0.01","4.18","3.96","27572","669387"
"Ranger Suarez","PHI","8.66","2.45","3.54","0.84","23.2%","6.5%","16.6%",".241","1.20",".299","73.9%","83","82","81","3.46","3.37","0.10","3.26","3.61","17277","624133"
"Zac Gallen","ARI","9.49","3.28","2.89","0.79","25.1%","8.7%","16.4%",".236","1.26",".305","74.7%","88","86","89","3.65","3.38","0.27","3.62","3.85","19291","668678"
"Matt Festa","- - -","9.13","3.04","3.00","0.76","24.0%","8.0%","16.0%",".231","1.23",".292","44.1%","144","82","110","5.70","3.38","2.33","4.52","3.90","19330","670036"
"Robert Gasser","MIL","5.14","0.32","16.00","0.64","14.0%","0.9%","13.2%",".255","1.04",".283","78.8%","63","83","103","2.57","3.38","-0.81","4.18","4.34","29812","688107"
"Nick Mears","- - -","11.71","3.75","3.13","1.09","29.3%","9.4%","19.9%",".263","1.47",".360","59.8%","131","81","86","5.93","3.39","2.54","3.47","3.19","25376","683232"
"Bryan Woo","SEA","7.49","0.96","7.77","1.04","21.4%","2.8%","18.6%",".211","0.90",".240","76.8%","77","86","92","2.89","3.40","-0.50","3.75","3.75","30279","693433"
"Collin Snider","SEA","10.15","2.81","3.62","1.08","27.8%","7.7%","20.1%",".231","1.18",".298","83.3%","52","87","86","1.94","3.41","-1.46","3.52","3.22","23307","676092"
"Vinny Nittoli","- - -","6.00","1.50","4.00","0.75","17.4%","4.3%","13.0%",".227","1.00",".257","94.3%","39","86","113","1.50","3.42","-1.92","4.60","4.25","16754","657697"
"Landen Roupp","SFG","8.40","4.65","1.81","0.36","21.7%","12.0%","9.7%",".226","1.37",".291","72.9%","89","88","103","3.58","3.42","0.15","4.17","4.39","30076","694738"
"Joe Ryan","MIN","9.80","1.53","6.39","1.27","27.3%","4.3%","23.0%",".216","0.99",".265","70.9%","89","84","84","3.60","3.44","0.16","3.44","3.28","21390","657746"
"Michael Tonkin","- - -","9.64","3.40","2.83","0.68","25.0%","8.8%","16.2%",".232","1.26",".303","65.3%","91","83","95","3.63","3.44","0.19","3.89","3.56","10315","543859"
"Alex Vesia","LAD","11.80","4.48","2.64","0.95","33.1%","12.5%","20.5%",".144","0.99",".193","83.9%","43","83","101","1.76","3.45","-1.69","4.09","3.46","25007","681911"
"Yusei Kikuchi","- - -","10.55","2.25","4.68","1.28","28.0%","6.0%","22.0%",".242","1.20",".309","71.9%","101","83","78","4.05","3.46","0.59","3.20","3.30","20633","579328"
"Sam Moll","CIN","9.08","3.35","2.71","0.72","25.0%","9.2%","15.8%",".199","1.09",".253","69.6%","77","81","96","3.35","3.46","-0.11","3.91","3.60","14874","594580"
"Trent Thornton","SEA","9.58","2.36","4.05","1.00","26.2%","6.5%","19.7%",".233","1.13",".297","72.6%","96","88","87","3.61","3.47","0.14","3.56","3.20","17948","663423"
"Hunter Greene","CIN","10.12","3.41","2.96","0.72","27.7%","9.3%","18.3%",".179","1.02",".237","80.5%","64","82","103","2.75","3.47","-0.72","4.19","3.80","22182","668881"
"Jack Flaherty","- - -","10.78","2.11","5.11","1.33","29.9%","5.9%","24.0%",".222","1.07",".285","80.9%","78","84","73","3.17","3.48","-0.31","3.00","3.10","17479","656427"
"Jose Leclerc","TEX","12.02","4.32","2.78","0.95","30.9%","11.1%","19.8%",".222","1.32",".314","71.8%","109","84","89","4.32","3.48","0.84","3.66","3.26","14524","600917"
"Bryan Abreu","HOU","11.83","3.68","3.22","1.03","31.7%","9.8%","21.8%",".206","1.16",".286","82.9%","78","85","85","3.10","3.49","-0.38","3.48","3.01","16609","650556"
"Robert Suarez","SDP","8.17","2.22","3.69","0.97","22.9%","6.2%","16.7%",".215","1.05",".256","80.8%","70","87","94","2.77","3.49","-0.72","3.81","3.53","30115","663158"
"Nick Vespi","BAL","6.57","2.19","3.00","0.73","18.4%","6.1%","12.2%",".217","1.05",".250","77.6%","74","86","95","2.92","3.49","-0.57","3.91","3.91","21093","663989"
"Pete Fairbanks","TBR","8.74","3.38","2.59","0.79","23.8%","9.2%","14.6%",".214","1.17",".267","69.6%","92","88","95","3.57","3.50","0.08","3.88","3.75","17998","664126"
"Trevor McDonald","SFG","3.00","3.00","1.00","0.00","10.0%","10.0%","0.0%",".000","0.33",".000","100.0%","0","90","99","0.00","3.50","-3.50","4.00","3.08","26448","686790"
"Carlos Hernandez","KCR","8.10","4.80","1.69","0.30","20.9%","12.4%","8.5%",".214","1.33",".274","68.2%","80","85","133","3.30","3.50","-0.20","5.44","4.76","22713","672578"
"Dylan Floro","- - -","6.29","2.23","2.82","0.66","17.2%","6.1%","11.1%",".249","1.19",".288","68.4%","92","88","101","3.80","3.50","0.30","4.10","4.07","13394","571670"
"Josh Hader","HOU","13.31","3.17","4.20","1.52","37.8%","9.0%","28.8%",".171","0.96",".230","69.0%","95","86","71","3.80","3.50","0.30","2.93","2.38","14212","623352"
"Gabe Speier","SEA","12.55","5.32","2.36","0.76","31.7%","13.5%","18.3%",".216","1.39",".321","62.1%","152","89","95","5.70","3.50","2.20","3.88","3.48","17170","642100"
"Beau Brieske","DET","9.18","3.99","2.30","0.67","24.5%","10.6%","13.8%",".220","1.26",".284","70.0%","89","85","104","3.59","3.51","0.08","4.27","4.00","26079","689225"
"Andrew Walters","CLE","6.23","5.19","1.20","0.00","18.8%","15.6%","3.1%",".037","0.69",".048","83.3%","0","87","142","0.00","3.51","-3.51","5.78","5.81","33834","689958"
"Kevin Herget","MIL","7.15","2.38","3.00","0.79","20.9%","7.0%","14.0%",".150","0.79",".167","92.1%","39","87","101","1.59","3.52","-1.93","4.11","3.88","15369","643361"
"Jacob Webb","BAL","9.21","4.29","2.15","0.64","24.5%","11.4%","13.1%",".191","1.18",".245","72.1%","76","86","105","3.02","3.52","-0.50","4.31","4.03","19274","657097"
"Hunter Harvey","- - -","9.77","2.84","3.44","0.89","25.1%","7.3%","17.8%",".258","1.32",".333","67.7%","108","87","87","4.44","3.52","0.92","3.52","3.30","15507","640451"
"Clayton Kershaw","LAD","7.20","2.70","2.67","0.60","18.0%","6.8%","11.3%",".295","1.50",".354","63.3%","110","85","106","4.50","3.53","0.97","4.33","4.51","2036","477132"
"MacKenzie Gore","WSN","9.79","3.52","2.78","0.81","24.8%","8.9%","15.9%",".261","1.42",".340","68.1%","94","87","95","3.90","3.53","0.36","3.87","3.98","22201","669022"
"Josh Staumont","MIN","6.66","5.18","1.29","0.00","17.6%","13.7%","3.9%",".195","1.27",".246","62.5%","91","86","123","3.70","3.54","0.16","5.03","5.06","18335","622251"
"Andrew Chafin","- - -","11.18","4.95","2.26","0.80","28.5%","12.6%","15.9%",".243","1.47",".338","75.3%","88","86","96","3.51","3.54","-0.02","3.94","3.72","12988","605177"
"Matt Barnes","WSN","6.75","2.70","2.50","0.68","16.7%","6.7%","10.0%",".286","1.50",".333","48.4%","164","87","113","6.75","3.54","3.21","4.61","4.33","12863","598264"
"Corbin Burnes","BAL","8.38","2.22","3.77","1.02","23.1%","6.1%","17.0%",".225","1.10",".269","75.5%","74","87","86","2.92","3.55","-0.63","3.55","3.75","19361","669203"
"Yennier Cano","BAL","9.75","3.60","2.71","0.90","26.1%","9.6%","16.5%",".241","1.30",".314","77.9%","79","87","75","3.15","3.55","-0.40","3.08","3.08","25911","666974"
"Tylor Megill","NYM","10.50","3.69","2.84","0.92","27.0%","9.5%","17.5%",".233","1.31",".307","70.7%","101","88","93","4.04","3.55","0.49","3.79","3.81","21318","656731"
"Humberto Castellanos","ARI","6.10","3.48","1.75","0.00","14.6%","8.3%","6.3%",".262","1.45",".314","64.7%","125","91","127","5.23","3.55","1.67","5.16","4.87","21183","528748"
"Kyle Leahy","STL","6.10","1.85","3.30","0.74","17.3%","5.2%","12.0%",".222","1.03",".252","61.7%","101","90","108","4.07","3.56","0.51","4.41","4.12","24763","681517"
"Tanner Bibee","CLE","9.69","2.28","4.25","1.14","26.3%","6.2%","20.1%",".228","1.12",".285","77.1%","87","88","91","3.47","3.56","-0.09","3.72","3.58","30134","676440"
"Drew Smith","NYM","11.72","4.58","2.56","1.02","29.1%","11.4%","17.7%",".257","1.53",".356","82.6%","77","88","104","3.06","3.56","-0.51","4.23","3.65","17755","622098"
"Tyler Rogers","SFG","6.53","0.77","8.50","0.90","17.6%","2.1%","15.5%",".242","1.04",".274","81.2%","70","91","91","2.82","3.56","-0.75","3.69","3.33","15541","643511"
"Tim Hill","- - -","4.16","2.55","1.63","0.27","10.7%","6.5%","4.1%",".285","1.43",".316","69.3%","84","85","98","3.36","3.57","-0.21","4.02","3.62","16814","657612"
"Shawn Armstrong","- - -","8.91","3.38","2.64","0.81","22.4%","8.5%","13.9%",".287","1.53",".362","69.0%","124","90","103","4.86","3.57","1.29","4.19","3.95","12857","542888"
"Jimmy Herget","ATL","10.95","2.19","5.00","1.46","28.8%","5.8%","23.1%",".265","1.30",".344","75.8%","106","90","93","4.38","3.57","0.81","3.79","3.12","17556","623474"
"Stephen Kolek","SDP","7.52","2.31","3.25","0.77","18.5%","5.7%","12.8%",".301","1.52",".359","64.3%","131","89","85","5.21","3.57","1.63","3.46","3.41","21487","663568"
"Clarke Schmidt","NYY","9.81","3.16","3.10","0.84","26.3%","8.5%","17.8%",".226","1.18",".296","80.0%","72","86","96","2.85","3.58","-0.73","3.92","3.77","19899","657376"
"Bryce Miller","SEA","8.53","2.25","3.80","1.05","24.3%","6.4%","17.9%",".200","0.98",".237","78.2%","78","91","94","2.94","3.58","-0.64","3.85","3.80","29837","682243"
"Hunter Brown","HOU","9.48","3.18","2.98","0.95","25.1%","8.4%","16.7%",".241","1.27",".307","76.6%","87","88","84","3.49","3.58","-0.09","3.47","3.74","25880","686613"
"Cody Bradford","TEX","8.25","1.53","5.38","1.18","22.7%","4.2%","18.5%",".218","1.01",".252","71.9%","89","87","93","3.54","3.59","-0.05","3.82","3.78","27597","674003"
"Bryan Hudson","MIL","8.95","2.45","3.65","1.01","26.8%","7.4%","19.5%",".133","0.72",".148","94.2%","42","89","89","1.73","3.60","-1.87","3.60","3.22","19924","663542"
"Brandon Pfaadt","ARI","9.17","2.08","4.40","1.19","24.3%","5.5%","18.8%",".256","1.24",".315","64.5%","113","92","88","4.71","3.61","1.10","3.58","3.65","27782","694297"
"Pierce Johnson","ATL","10.70","3.99","2.68","0.96","28.4%","10.6%","17.8%",".230","1.30",".309","75.1%","89","91","90","3.67","3.61","0.06","3.65","3.42","13435","572955"
"Sean Hjelle","SFG","8.37","1.56","5.36","1.12","22.3%","4.2%","18.1%",".264","1.21",".318","74.2%","97","93","74","3.90","3.63","0.28","3.01","2.81","21481","663546"
"Eli Morgan","CLE","7.29","2.36","3.09","0.86","20.4%","6.6%","13.8%",".194","0.98",".222","85.2%","49","90","109","1.93","3.64","-1.71","4.46","4.08","20203","669212"
"Daniel Palencia","CHC","9.82","7.36","1.33","0.00","23.2%","17.4%","5.8%",".250","1.77",".350","59.3%","152","91","120","6.14","3.64","2.49","4.88","4.89","27914","694037"
"Danny Young","NYM","11.47","4.30","2.67","0.72","29.1%","10.9%","18.2%",".207","1.25",".292","64.3%","114","90","84","4.54","3.64","0.90","3.41","3.22","18439","664849"
"Jackson Rutledge","WSN","9.72","2.16","4.50","1.08","26.5%","5.9%","20.6%",".258","1.20",".333","83.3%","79","90","79","3.24","3.65","-0.41","3.18","3.14","26215","671131"
"Pablo Lopez","MIN","9.62","1.99","4.83","1.26","25.6%","5.3%","20.3%",".249","1.19",".309","72.2%","101","89","82","4.08","3.65","0.43","3.36","3.46","17085","641154"
"Michael Wacha","KCR","7.83","2.43","3.22","0.92","21.2%","6.6%","14.6%",".243","1.19",".290","77.1%","81","89","101","3.35","3.65","-0.30","4.14","4.17","14078","608379"
"Burch Smith","- - -","7.35","1.92","3.83","0.96","19.1%","5.0%","14.1%",".282","1.35",".331","63.2%","122","90","99","4.95","3.66","1.29","4.02","3.79","12784","572143"
"Grayson Rodriguez","BAL","10.03","2.78","3.61","1.16","26.5%","7.3%","19.1%",".242","1.24",".308","76.0%","97","90","87","3.86","3.66","0.19","3.57","3.61","24492","680570"
"Ian Gibaut","CIN","4.50","4.50","1.00","0.00","10.0%","10.0%","0.0%",".333","2.00",".375","75.0%","104","86","145","4.50","3.67","0.83","5.93","6.11","17871","664139"
"Gavin Williams","CLE","9.36","3.79","2.47","0.83","23.8%","9.6%","14.2%",".242","1.37",".308","66.9%","122","90","101","4.86","3.67","1.19","4.12","4.19","30122","668909"
"Tyson Miller","- - -","7.84","1.60","4.91","1.02","23.0%","4.7%","18.3%",".178","0.81",".203","81.9%","58","92","102","2.32","3.67","-1.34","4.17","3.57","19976","668338"
"Adam Ottavino","NYM","11.25","3.70","3.04","0.96","28.6%","9.4%","19.2%",".228","1.29",".309","70.8%","109","91","96","4.34","3.67","0.67","3.89","3.27","1247","493603"
"Anthony Banda","LAD","9.06","3.26","2.78","0.91","23.9%","8.6%","15.3%",".233","1.25",".291","78.9%","75","88","96","3.08","3.67","-0.59","3.88","3.67","14706","607455"
"David Peterson","NYM","7.51","3.42","2.20","0.60","19.8%","9.0%","10.8%",".241","1.29",".293","78.4%","73","91","101","2.90","3.67","-0.77","4.10","4.37","20302","656849"
"Manuel Rodriguez","TBR","8.12","2.63","3.09","0.72","21.5%","7.0%","14.6%",".204","1.06",".248","78.4%","56","92","99","2.15","3.67","-1.52","4.04","3.67","20794","655889"
"Erik Miller","SFG","11.63","5.08","2.29","0.94","30.6%","13.4%","17.3%",".204","1.31",".285","70.7%","96","94","87","3.88","3.67","0.20","3.53","3.59","26252","669062"
"Gregory Soto","- - -","11.04","4.58","2.41","0.68","26.6%","11.1%","15.6%",".268","1.57",".371","71.4%","108","89","94","4.42","3.68","0.74","3.84","3.56","19677","642397"
"Kumar Rocker","TEX","10.80","4.63","2.33","0.77","25.5%","10.9%","14.5%",".250","1.54",".333","73.9%","97","89","94","3.86","3.68","0.18","3.86","4.02","31843","677958"
"Jakob Junis","- - -","6.85","1.07","6.38","1.07","20.2%","3.2%","17.0%",".202","0.85",".224","77.9%","63","89","95","2.69","3.69","-1.00","3.87","3.72","13619","596001"
"Gerrit Cole","NYY","9.38","2.75","3.41","1.04","25.4%","7.4%","17.9%",".220","1.13",".273","76.8%","86","88","97","3.41","3.69","-0.28","3.99","3.79","13125","543037"
"Julian Merryweather","CHC","8.40","5.40","1.56","0.00","18.9%","12.2%","6.8%",".290","1.80",".375","63.3%","163","93","133","6.60","3.70","2.90","5.41","4.73","16703","657240"
"Jon Gray","TEX","7.54","2.45","3.07","0.96","19.6%","6.4%","13.2%",".260","1.31",".306","67.7%","113","90","104","4.47","3.70","0.77","4.24","4.29","14916","592351"
"DJ Herz","WSN","10.76","3.65","2.94","1.12","27.7%","9.4%","18.3%",".222","1.26",".288","70.3%","101","91","95","4.16","3.71","0.45","3.85","3.77","26389","687792"
"Camilo Doval","SFG","11.90","5.95","2.00","0.76","28.8%","14.4%","14.4%",".235","1.58",".333","68.2%","121","95","90","4.88","3.71","1.17","3.63","3.73","21992","666808"
"Andre Pallante","STL","6.97","3.56","1.96","0.59","18.5%","9.4%","9.0%",".240","1.30",".286","70.6%","94","93","96","3.78","3.71","0.07","3.89","4.15","26108","669467"
"Dillon Tate","- - -","6.63","2.95","2.25","0.49","16.5%","7.3%","9.1%",".284","1.47",".336","67.0%","118","91","109","4.66","3.71","0.95","4.45","4.16","17796","622253"
"Will Klein","- - -","8.59","7.36","1.17","0.00","18.4%","15.8%","2.6%",".375","2.45",".480","50.0%","277","92","137","11.05","3.71","7.33","5.57","5.36","27787","694361"
"Jhony Brito","SDP","5.98","2.06","2.90","0.82","15.7%","5.4%","10.3%",".280","1.35",".317","67.4%","104","92","106","4.12","3.72","0.41","4.33","4.17","25386","666745"
"Shawn Dubin","HOU","9.73","5.16","1.88","0.60","23.7%","12.6%","11.1%",".251","1.57",".331","69.8%","104","91","105","4.17","3.72","0.45","4.29","4.21","24977","681869"
"Greg Weissert","BOS","8.24","2.84","2.90","0.99","22.1%","7.6%","14.4%",".267","1.34",".326","70.5%","75","90","95","3.13","3.72","-0.59","3.91","3.77","20375","669711"
"Shota Imanaga","CHC","9.03","1.45","6.21","1.40","25.1%","4.0%","21.0%",".225","1.02",".264","80.2%","72","93","89","2.91","3.72","-0.81","3.62","3.50","33829","684007"
"Joel Payamps","MIL","9.00","2.75","3.28","1.07","25.1%","7.7%","17.4%",".181","0.97",".215","73.2%","75","92","94","3.05","3.73","-0.67","3.80","3.46","14332","606303"
"Yimi Garcia","- - -","11.31","2.77","4.08","1.38","32.0%","7.8%","24.2%",".165","0.90",".202","76.9%","89","92","88","3.46","3.73","-0.27","3.63","2.91","12095","554340"
"John King","STL","5.70","2.10","2.71","0.75","15.3%","5.6%","9.7%",".249","1.20",".279","75.8%","71","94","93","2.85","3.73","-0.88","3.78","3.59","22051","667463"
"Caleb Ferguson","- - -","11.10","4.14","2.68","0.99","26.9%","10.0%","16.9%",".255","1.49",".340","66.6%","116","90","87","4.64","3.74","0.90","3.55","3.43","19349","657571"
"Ryne Nelson","ARI","7.53","2.03","3.71","1.02","20.0%","5.4%","14.6%",".262","1.25",".308","71.1%","102","95","98","4.24","3.74","0.50","3.98","4.08","26253","669194"
"Eduardo Salazar","- - -","8.28","4.30","1.93","0.61","20.3%","10.5%","9.8%",".288","1.64",".360","82.3%","67","92","97","2.76","3.75","-0.98","3.94","3.94","23135","674285"
"Taylor Rogers","SFG","9.60","3.30","2.91","1.05","25.7%","8.8%","16.9%",".236","1.25",".299","81.8%","60","96","92","2.40","3.75","-1.35","3.72","3.47","13449","573124"
"David Festa","MIN","10.77","3.22","3.35","1.26","27.8%","8.3%","19.5%",".246","1.32",".319","68.5%","121","92","87","4.90","3.76","1.14","3.58","3.58","30056","701581"
"Hans Crouse","LAA","12.08","6.04","2.00","0.71","31.8%","15.9%","15.9%",".159","1.22",".231","76.2%","70","90","115","2.84","3.76","-0.92","4.70","4.00","22192","668968"
"Tayler Saucedo","SEA","8.84","4.19","2.11","0.70","22.9%","10.8%","12.0%",".240","1.37",".305","78.7%","93","96","98","3.49","3.76","-0.27","4.00","3.92","17888","642048"
"Zach Eflin","- - -","7.29","1.31","5.58","1.20","19.6%","3.5%","16.1%",".253","1.15",".287","75.2%","92","94","93","3.59","3.77","-0.17","3.81","3.97","13774","621107"
