"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Kohl Stewart","MIN","5.89","4.42","1.33","0.25","15.1%","11.3%","3.8%",".246","1.42",".292","72.8%","85","93","115","3.68","3.92","-0.24","4.88","4.92","15502","640464"
"Chad Sobotka","ATL","13.19","5.65","2.33","1.26","36.2%","15.5%","20.7%",".102","0.98",".115","98.2%","46","98","83","1.88","3.93","-2.04","3.38","3.36","17470","656977"
"Taijuan Walker","ARI","6.23","3.46","1.80","0.69","16.1%","8.9%","7.1%",".294","1.54",".341","80.6%","85","99","110","3.46","3.93","-0.47","4.45","4.95","11836","592836"
"Adam Warren","- - -","9.06","3.48","2.60","1.05","23.3%","9.0%","14.3%",".239","1.32",".294","84.4%","75","93","102","3.14","3.93","-0.80","4.31","3.84","9029","476589"
"Mike Montgomery","CHC","6.24","2.83","2.21","0.73","16.1%","7.3%","8.8%",".268","1.37",".309","73.0%","100","98","105","3.99","3.93","0.06","4.28","4.44","4869","543557"
"Yoan Lopez","ARI","11.00","1.00","11.00","2.00","31.4%","2.9%","28.6%",".206","0.89",".238","96.2%","74","99","66","3.00","3.94","-0.94","2.70","2.27","17181","661255"
"Robert Gsellman","NYM","7.88","3.15","2.50","0.90","20.3%","8.1%","12.2%",".244","1.30",".291","66.5%","112","99","104","4.28","3.95","0.33","4.22","3.92","13696","607229"
"Kelvin Herrera","- - -","7.71","2.03","3.80","1.22","20.7%","5.4%","15.2%",".249","1.20",".287","92.1%","59","96","104","2.44","3.95","-1.51","4.31","3.81","6033","516969"
"Taylor Williams","MIL","9.68","4.25","2.28","1.02","24.2%","10.6%","13.6%",".252","1.47",".320","72.2%","105","97","101","4.25","3.95","0.29","4.10","3.94","14899","592865"
"Mike Mayers","STL","8.54","2.61","3.27","1.22","21.7%","6.6%","15.0%",".281","1.43",".338","72.1%","121","99","97","4.70","3.95","0.75","3.95","3.69","15451","594577"
"Caleb Smith","MIA","10.24","3.84","2.67","1.16","27.0%","10.1%","16.9%",".217","1.24",".276","74.1%","110","101","109","4.19","3.96","0.23","4.42","4.08","14875","592761"
"Trevor Oaks","KCR","6.59","3.95","1.67","0.66","15.4%","9.2%","6.2%",".356","1.98",".417","62.5%","166","95","117","7.24","3.97","3.28","4.95","5.00","16468","656805"
"Rich Hill","LAD","10.18","2.78","3.66","1.36","27.4%","7.5%","19.9%",".217","1.12",".268","77.5%","95","99","91","3.66","3.97","-0.30","3.70","3.57","4806","448179"
"Blaine Hardy","DET","6.91","2.30","3.00","1.05","18.8%","6.3%","12.5%",".242","1.17",".275","74.2%","82","92","107","3.56","3.97","-0.42","4.52","4.34","6499","543278"
"Ray Black","SFG","12.73","3.86","3.30","1.54","34.7%","10.5%","24.2%",".202","1.16",".277","53.6%","158","102","85","6.17","3.97","2.20","3.44","2.83","14244","605143"
"J.A. Happ","- - -","9.78","2.58","3.78","1.37","26.3%","7.0%","19.4%",".223","1.13",".272","74.9%","85","93","92","3.65","3.98","-0.33","3.88","3.63","7410","457918"
"Ryan Madson","- - -","9.23","2.73","3.38","1.20","23.4%","6.9%","16.5%",".275","1.41",".340","64.5%","135","97","98","5.47","3.98","1.49","3.97","3.54","1852","425492"
"Chris Bassitt","OAK","7.74","3.59","2.16","0.76","20.1%","9.3%","10.8%",".221","1.24",".265","73.2%","74","97","107","3.02","3.98","-0.96","4.52","4.45","12304","605135"
"John Axford","- - -","8.89","3.62","2.45","0.99","23.2%","9.4%","13.7%",".250","1.35",".311","61.2%","126","94","92","5.27","3.98","1.28","3.86","3.67","9059","446099"
"Bud Norris","STL","10.46","3.28","3.19","1.25","27.3%","8.6%","18.8%",".233","1.25",".299","76.0%","92","100","90","3.59","3.99","-0.40","3.65","3.30","9492","502032"
"Austin Pruitt","TBR","5.43","2.07","2.63","0.90","14.4%","5.5%","8.9%",".263","1.26",".289","61.9%","113","98","107","4.65","3.99","0.66","4.51","4.30","15290","643493"
"Madison Bumgarner","SFG","7.57","2.98","2.53","0.97","19.8%","7.8%","12.0%",".235","1.24",".274","78.6%","84","103","106","3.26","3.99","-0.73","4.32","4.42","5524","518516"
"Andrew Heaney","LAA","9.00","2.25","4.00","1.35","24.0%","6.0%","18.0%",".246","1.20",".294","71.4%","98","93","87","4.15","3.99","0.16","3.68","3.74","15423","571760"
"Tyler Glasnow","- - -","10.96","4.27","2.57","1.21","29.1%","11.3%","17.7%",".217","1.27",".285","72.8%","106","98","84","4.27","4.00","0.27","3.47","3.58","14374","607192"
"Chih-Wei Hu","TBR","8.31","2.08","4.00","1.38","24.0%","6.0%","18.0%",".149","0.77",".152","55.6%","101","98","101","4.15","4.01","0.15","4.29","3.77","16419","629496"
"Bobby Poyner","BOS","9.67","1.21","8.00","1.61","25.8%","3.2%","22.6%",".250","1.12",".300","88.8%","72","96","92","3.22","4.01","-0.79","3.90","3.12","17987","596074"
"Rick Porcello","BOS","8.94","2.26","3.96","1.27","23.5%","5.9%","17.6%",".238","1.18",".285","70.9%","96","96","91","4.28","4.01","0.27","3.87","3.77","2717","519144"
"Masahiro Tanaka","NYY","9.17","2.02","4.54","1.44","25.0%","5.5%","19.5%",".238","1.13",".284","77.7%","88","93","81","3.75","4.01","-0.26","3.42","3.50","15764","547888"
"Bryse Wilson","ATL","7.71","7.71","1.00","0.00","18.2%","18.2%","0.0%",".296","2.00",".381","64.3%","156","100","128","6.43","4.02","2.41","5.20","6.06","19990","669060"
"Eric Hanhold","NYM","7.71","3.86","2.00","0.00","15.4%","7.7%","7.7%",".364","2.14",".444","66.7%","202","101","151","7.71","4.02","3.70","6.14","4.66","18332","621098"
"David Price","BOS","9.05","2.56","3.54","1.28","24.5%","6.9%","17.6%",".228","1.14",".274","77.3%","80","96","93","3.58","4.02","-0.44","3.95","3.82","3184","456034"
"Glenn Sparkman","KCR","6.34","3.52","1.80","0.70","15.3%","8.5%","6.8%",".294","1.62",".338","73.1%","102","97","112","4.46","4.02","0.44","4.73","4.67","15200","642098"
"Kenley Jansen","LAD","10.30","2.13","4.82","1.63","28.4%","5.9%","22.5%",".200","0.99",".234","82.1%","78","100","87","3.01","4.03","-1.01","3.56","2.97","3096","445276"
"Austin Gomber","STL","8.04","3.84","2.09","0.84","20.1%","9.6%","10.5%",".272","1.51",".330","71.8%","114","101","111","4.44","4.03","0.41","4.51","4.55","16561","596295"
"Fernando Rodney","- - -","9.79","4.48","2.19","0.98","24.6%","11.2%","13.3%",".248","1.46",".318","80.3%","79","96","96","3.36","4.03","-0.67","4.08","3.90","494","407845"
"Jhoulys Chacin","MIL","7.29","3.32","2.20","0.84","19.6%","8.9%","10.7%",".214","1.16",".250","72.4%","87","99","110","3.50","4.03","-0.53","4.47","4.59","2608","468504"
"Chaz Roe","TBR","9.48","2.86","3.31","1.07","26.1%","7.9%","18.2%",".196","1.01",".242","75.1%","87","99","91","3.58","4.03","-0.46","3.83","3.30","9866","475054"
"Sergio Romo","TBR","10.02","2.67","3.75","1.47","26.4%","7.0%","19.4%",".248","1.26",".307","78.2%","101","99","92","4.14","4.04","0.11","3.90","3.32","9817","489265"
"Hector Neris","PHI","14.35","3.02","4.75","2.08","37.4%","7.9%","29.6%",".247","1.30",".354","75.6%","127","97","66","5.10","4.04","1.06","2.70","2.28","11804","593576"
"Felix Pena","LAA","8.26","2.72","3.04","1.17","21.9%","7.2%","14.7%",".244","1.24",".288","72.4%","98","95","94","4.18","4.05","0.13","3.97","4.08","13403","570240"
"Trevor Richards","MIA","9.26","3.85","2.41","1.07","23.8%","9.9%","13.9%",".248","1.39",".309","72.3%","116","103","106","4.42","4.05","0.37","4.29","4.27","19309","670950"
"Santiago Casilla","OAK","6.32","5.74","1.10","0.00","16.7%","15.2%","1.5%",".167","1.21",".209","73.8%","77","98","138","3.16","4.05","-0.89","5.85","5.49","2873","433586"
"Adalberto Mejia","MIN","5.24","3.63","1.44","0.40","14.1%","9.8%","4.3%",".210","1.16",".239","86.5%","47","96","127","2.01","4.06","-2.04","5.40","5.44","13188","606167"
"Joe Smith","HOU","9.07","2.36","3.83","1.38","25.6%","6.7%","18.9%",".205","1.01",".239","73.3%","91","98","87","3.74","4.06","-0.31","3.69","3.28","3281","501925"
"Kevin McCarthy","KCR","5.75","2.50","2.30","0.88","15.7%","6.8%","8.9%",".258","1.25",".289","77.9%","74","98","86","3.25","4.06","-0.81","3.63","3.44","15240","641838"
"John Gant","STL","7.50","4.50","1.67","0.71","19.5%","11.7%","7.8%",".213","1.30",".253","69.9%","89","102","115","3.47","4.07","-0.60","4.65","4.88","13684","607231"
"Jimmie Sherfy","ARI","9.37","5.51","1.70","0.55","24.6%","14.5%","10.1%",".140","1.10",".179","91.4%","41","103","121","1.65","4.08","-2.43","4.90","4.44","15118","642073"
"Jon Gray","COL","9.56","2.72","3.52","1.41","24.6%","7.0%","17.6%",".263","1.35",".322","67.9%","111","95","85","5.12","4.08","1.03","3.47","3.68","14916","592351"
"Jordan Lyles","- - -","8.62","2.87","3.00","1.23","22.6%","7.5%","15.1%",".244","1.27",".291","74.1%","105","101","100","4.11","4.08","0.02","4.08","3.88","7593","543475"
"Dan Jennings","MIL","6.30","3.22","1.96","0.84","16.6%","8.5%","8.1%",".267","1.38",".306","77.2%","80","101","99","3.22","4.09","-0.88","4.04","4.05","8073","543359"
"Brandon Kintzler","- - -","6.38","3.26","1.95","0.74","16.3%","8.4%","8.0%",".283","1.47",".328","72.1%","114","100","111","4.60","4.10","0.50","4.50","4.31","9939","445213"
"Cam Bedrosian","LAA","8.02","3.66","2.19","0.98","21.0%","9.6%","11.4%",".259","1.39",".313","75.1%","89","96","99","3.80","4.11","-0.32","4.19","4.05","13360","592135"
"Artie Lewicki","DET","6.98","3.26","2.14","0.93","17.6%","8.2%","9.4%",".310","1.60",".364","67.9%","112","96","106","4.89","4.12","0.77","4.48","4.48","16731","592499"
"Mike Hauschild","TOR","5.40","4.32","1.25","0.00","13.9%","11.1%","2.8%",".233","1.32",".280","69.2%","100","97","148","4.32","4.12","0.20","6.30","5.46","14033","623434"
"Michael Feliz","PIT","10.38","4.34","2.39","1.13","25.3%","10.6%","14.7%",".257","1.51",".331","63.1%","142","102","106","5.66","4.13","1.54","4.33","3.84","11903","593140"
"Kyle Gibson","MIN","8.19","3.62","2.27","1.05","21.7%","9.6%","12.1%",".238","1.30",".285","75.5%","84","98","92","3.62","4.13","-0.51","3.91","4.25","10123","502043"
"Garrett Richards","LAA","10.26","4.01","2.56","1.30","26.9%","10.5%","16.4%",".221","1.28",".277","67.0%","86","97","86","3.66","4.13","-0.47","3.62","3.88","9784","572070"
"Zac Rosscup","LAD","15.88","3.18","5.00","2.38","42.6%","8.5%","34.0%",".209","1.15",".300","79.5%","124","103","60","4.76","4.13","0.63","2.44","1.91","9419","573127"
"Giovanny Gallegos","- - -","9.53","2.38","4.00","1.59","26.7%","6.7%","20.0%",".262","1.24",".321","80.4%","93","95","85","3.97","4.13","-0.16","3.59","3.23","14986","606149"
"Mike Leake","SEA","5.77","1.65","3.50","1.11","15.2%","4.3%","10.8%",".278","1.30",".306","69.4%","106","99","98","4.36","4.14","0.23","4.15","4.36","10130","502190"
"Sean Newcomb","ATL","8.78","4.45","1.98","0.99","23.0%","11.6%","11.4%",".223","1.33",".273","74.8%","95","103","107","3.90","4.14","-0.24","4.33","4.54","16943","656794"
"Hector Velazquez","BOS","5.61","2.75","2.04","0.74","14.3%","7.0%","7.3%",".288","1.45",".325","79.0%","71","99","109","3.18","4.15","-0.97","4.63","4.51","19341","584171"
"Gio Gonzalez","- - -","7.79","4.21","1.85","0.89","19.8%","10.7%","9.1%",".252","1.44",".301","73.3%","103","101","109","4.21","4.16","0.05","4.44","4.73","7448","461829"
"CC Sabathia","NYY","8.24","3.00","2.75","1.12","21.1%","7.7%","13.4%",".249","1.31",".295","75.5%","85","96","101","3.65","4.16","-0.51","4.29","4.24","404","282332"
"Kris Medlen","ARI","9.00","9.00","1.00","0.00","16.0%","16.0%","0.0%",".429","3.25",".529","46.2%","387","105","154","15.75","4.16","11.59","6.22","5.94","9417","450665"
"Jake Barrett","ARI","7.71","2.57","3.00","1.29","20.0%","6.7%","13.3%",".286","1.43",".333","69.8%","126","105","91","5.14","4.16","0.98","3.72","3.35","13322","545332"
"Michael Lorenzen","CIN","6.00","3.78","1.59","0.67","15.7%","9.9%","5.8%",".254","1.38",".291","77.9%","75","99","110","3.11","4.16","-1.05","4.46","4.60","14843","547179"
"Sonny Gray","NYY","8.49","3.94","2.16","0.97","21.1%","9.8%","11.3%",".267","1.50",".326","70.9%","115","96","97","4.90","4.17","0.74","4.10","4.28","12768","543243"
"Ryan Tepera","TOR","9.46","3.34","2.83","1.25","25.9%","9.1%","16.7%",".234","1.22",".291","79.5%","84","98","95","3.62","4.17","-0.55","4.02","3.54","10291","572193"
"Antonio Senzatela","COL","6.87","2.99","2.30","1.00","17.7%","7.7%","10.0%",".263","1.37",".302","72.6%","95","97","109","4.38","4.17","0.22","4.43","4.50","15488","622608"
"Brett Anderson","OAK","5.27","1.46","3.62","1.12","14.1%","3.9%","10.2%",".283","1.28",".307","69.2%","110","101","92","4.48","4.17","0.31","3.91","4.13","8223","474463"
"Jose Urena","MIA","6.72","2.64","2.55","0.98","18.3%","7.2%","11.1%",".239","1.18",".272","73.1%","105","106","106","3.98","4.17","-0.19","4.32","4.39","11589","570632"
"Daniel Stumpf","DET","8.69","3.76","2.31","1.17","21.4%","9.2%","12.1%",".280","1.57",".339","69.8%","113","97","105","4.93","4.18","0.75","4.46","4.14","13780","621385"
"Tommy Kahnle","NYY","11.57","5.79","2.00","1.16","28.0%","14.0%","14.0%",".250","1.63",".339","47.3%","154","97","101","6.56","4.19","2.37","4.29","3.99","11384","592454"
"Ryan Yarbrough","TBR","7.82","3.05","2.56","1.10","20.4%","8.0%","12.4%",".246","1.29",".288","74.1%","95","103","104","3.91","4.19","-0.28","4.41","4.12","16502","642232"
"Heath Hembree","BOS","11.40","4.05","2.81","1.50","29.2%","10.4%","18.8%",".228","1.33",".295","76.1%","94","100","90","4.20","4.19","0.01","3.79","3.36","11632","592390"
"Jake Odorizzi","MIN","8.87","3.83","2.31","1.10","22.8%","9.8%","12.9%",".239","1.34",".290","69.7%","104","99","115","4.49","4.19","0.30","4.87","4.55","6397","543606"
"Javy Guerra","MIA","7.57","3.03","2.50","1.01","18.5%","7.4%","11.1%",".286","1.51",".336","58.4%","146","107","110","5.55","4.20","1.35","4.45","4.09","7407","457915"
"Josh Lucas","OAK","8.79","5.65","1.56","0.63","21.2%","13.6%","7.6%",".286","1.74",".366","61.0%","153","102","111","6.28","4.21","2.07","4.68","4.56","11686","572998"
"David Paulino","TOR","8.10","2.70","3.00","1.35","21.4%","7.1%","14.3%",".231","1.20",".263","90.9%","31","99","100","1.35","4.21","-2.86","4.24","3.75","17418","600944"
"Michael Wacha","STL","7.58","3.84","1.97","0.96","20.0%","10.1%","9.9%",".215","1.23",".249","74.9%","82","106","101","3.20","4.22","-1.01","4.12","4.60","14078","608379"
"Casey Kelly","SFG","6.08","1.90","3.20","1.14","15.4%","4.8%","10.6%",".286","1.39",".316","80.5%","78","109","110","3.04","4.22","-1.17","4.45","4.33","9174","543391"
"Zack Britton","- - -","7.52","4.65","1.62","0.66","20.1%","12.4%","7.7%",".200","1.23",".241","75.8%","73","97","89","3.10","4.22","-1.12","3.75","3.57","3240","502154"
"Jordan Montgomery","NYY","7.57","3.95","1.92","0.99","19.8%","10.3%","9.5%",".240","1.35",".282","79.3%","85","97","110","3.62","4.22","-0.60","4.67","4.73","16511","656756"
"Jeremy Hellickson","WSN","6.41","1.97","3.25","1.08","17.6%","5.4%","12.2%",".228","1.07",".252","71.7%","84","102","105","3.45","4.22","-0.77","4.27","4.33","4371","476451"
"Paul Sewald","NYM","9.27","3.67","2.52","1.28","22.9%","9.1%","13.8%",".271","1.51",".331","62.8%","159","106","115","6.07","4.23","1.85","4.67","4.02","13892","623149"
"Raisel Iglesias","CIN","10.00","3.13","3.20","1.50","27.5%","8.6%","18.9%",".197","1.07",".233","91.6%","58","101","87","2.38","4.23","-1.85","3.53","3.31","17130","628452"
"Tyler Clippard","TOR","11.14","3.01","3.70","1.70","29.8%","8.1%","21.8%",".219","1.17",".272","83.1%","85","99","101","3.67","4.24","-0.57","4.28","3.42","5640","461325"
"Junior Guerra","MIL","8.68","3.51","2.47","1.21","22.3%","9.0%","13.3%",".259","1.40",".312","73.0%","101","104","104","4.09","4.24","-0.15","4.23","4.27","5702","448855"
"Jeffrey Springs","TEX","8.72","3.94","2.21","1.12","22.0%","9.9%","12.1%",".254","1.44",".308","79.7%","72","97","112","3.37","4.25","-0.88","4.75","4.25","17677","605488"
"Jake Arrieta","PHI","7.19","2.97","2.42","1.09","19.1%","7.9%","11.2%",".250","1.29",".287","68.1%","98","102","100","3.96","4.26","-0.29","4.08","4.29","4153","453562"
"Luis Perdomo","SDP","7.86","4.43","1.77","0.81","18.0%","10.1%","7.8%",".323","1.88",".389","61.4%","181","106","114","7.05","4.26","2.79","4.65","4.82","14682","606131"
"Sean Manaea","OAK","6.05","1.79","3.38","1.18","16.5%","4.9%","11.6%",".230","1.08",".247","75.2%","88","103","102","3.59","4.26","-0.68","4.32","4.46","15873","640455"
"Jake Thompson","PHI","7.71","6.06","1.27","0.55","18.4%","14.5%","3.9%",".215","1.53",".260","63.6%","123","102","128","4.96","4.26","0.70","5.19","5.13","14371","622097"
"Trey Wingenter","SDP","12.79","5.21","2.45","1.42","33.3%","13.6%","19.8%",".188","1.26",".256","81.7%","97","106","93","3.79","4.27","-0.48","3.78","3.37","17793","622259"
"Brooks Pounders","COL","9.98","1.17","8.50","1.76","23.6%","2.8%","20.8%",".368","1.76",".458","64.5%","166","100","90","7.63","4.27","3.36","3.66","3.15","10387","572044"
"Tanner Roark","WSN","7.29","2.50","2.92","1.20","19.2%","6.6%","12.6%",".259","1.28",".296","72.8%","106","103","109","4.34","4.27","0.07","4.42","4.38","8753","543699"
"Adam Wainwright","STL","8.93","4.02","2.22","1.12","22.1%","9.9%","12.2%",".255","1.46",".310","74.1%","115","107","105","4.46","4.28","0.19","4.26","4.34","2233","425794"
"Wade LeBlanc","SEA","7.22","2.22","3.25","1.33","19.6%","6.0%","13.6%",".244","1.18",".273","74.8%","91","102","106","3.72","4.28","-0.56","4.47","4.33","5221","453281"
"Alex Wilson","DET","6.28","2.19","2.87","1.17","17.6%","6.1%","11.4%",".219","1.05",".237","77.1%","77","99","97","3.36","4.28","-0.92","4.09","3.95","9239","543935"
"Brian Flynn","KCR","5.59","4.16","1.34","0.59","14.0%","10.4%","3.6%",".292","1.61",".333","74.6%","93","103","118","4.04","4.28","-0.24","5.00","4.90","12027","543169"
"Andrew Suarez","SFG","7.30","2.53","2.89","1.29","19.5%","6.8%","12.8%",".264","1.30",".302","70.5%","115","111","93","4.49","4.30","0.19","3.77","4.07","18300","605498"
"Robbie Ray","ARI","12.01","5.09","2.36","1.38","31.4%","13.3%","18.1%",".215","1.35",".292","80.5%","96","108","93","3.93","4.31","-0.38","3.77","3.89","11486","592662"
"Cory Gearrin","- - -","8.32","3.30","2.52","1.10","21.4%","8.5%","12.9%",".253","1.34",".304","80.6%","92","106","105","3.77","4.31","-0.54","4.34","3.95","7947","518715"
"Joey Lucchesi","SDP","10.04","2.98","3.37","1.59","26.5%","7.8%","18.6%",".250","1.29",".306","78.0%","105","107","85","4.08","4.31","-0.23","3.45","3.64","19320","664192"
"Odrisamer Despaigne","- - -","8.08","4.38","1.84","0.92","18.6%","10.1%","8.5%",".311","1.82",".375","57.9%","165","104","107","6.69","4.31","2.38","4.46","4.57","16017","628333"
"Brad Ziegler","- - -","6.11","3.05","2.00","0.98","16.4%","8.2%","8.2%",".255","1.30",".286","73.7%","101","109","88","3.91","4.31","-0.40","3.58","3.23","7293","446899"
"Tayron Guerrero","MIA","10.55","4.66","2.27","1.24","25.4%","11.2%","14.2%",".272","1.62",".352","66.4%","143","110","99","5.43","4.32","1.12","4.03","3.81","11691","594027"
"Luis Castillo","CIN","8.75","2.60","3.37","1.49","23.3%","6.9%","16.4%",".242","1.22",".282","71.2%","104","103","91","4.30","4.32","-0.02","3.69","3.85","15689","622491"
"Kevin Gausman","- - -","7.25","2.45","2.96","1.27","19.1%","6.4%","12.6%",".263","1.30",".299","76.8%","93","101","100","3.92","4.32","-0.40","4.19","4.28","14107","592332"
"Liam Hendriks","OAK","8.25","3.75","2.20","1.13","21.2%","9.6%","11.5%",".269","1.46",".324","78.6%","101","105","108","4.13","4.33","-0.20","4.56","4.29","3548","521230"
"Tyler Beede","SFG","10.57","9.39","1.13","0.00","22.5%","20.0%","2.5%",".290","2.22",".409","61.1%","211","112","139","8.22","4.33","3.88","5.63","5.86","16981","595881"
"Fernando Salas","ARI","6.75","2.93","2.31","1.13","17.6%","7.6%","10.0%",".256","1.33",".289","72.3%","110","109","113","4.50","4.34","0.16","4.61","4.34","4971","477569"
"Fernando Romero","MIN","7.28","3.07","2.37","0.97","18.2%","7.7%","10.5%",".271","1.42",".318","70.9%","109","103","107","4.69","4.35","0.34","4.55","4.50","15885","622864"
"Brandon Cumpton","TOR","10.80","10.80","1.00","0.00","20.0%","20.0%","0.0%",".375","3.00",".500","80.0%","126","102","173","5.40","4.36","1.04","7.33","6.45","11366","592238"
"Enyel De Los Santos","PHI","7.11","3.79","1.88","0.95","18.5%","9.9%","8.6%",".264","1.42",".309","71.4%","118","104","106","4.74","4.37","0.37","4.31","4.51","18403","660853"
"Steven Wright","BOS","7.04","4.36","1.62","0.84","18.8%","11.7%","7.2%",".210","1.25",".243","83.9%","60","104","110","2.68","4.37","-1.69","4.67","4.71","8185","453214"
"Jorge De La Rosa","- - -","7.55","4.34","1.74","0.96","19.3%","11.1%","8.2%",".237","1.39",".278","76.5%","83","110","109","3.38","4.37","-1.00","4.43","4.38","2047","407822"
"Daniel Hudson","LAD","8.61","3.52","2.44","1.17","22.3%","9.1%","13.2%",".217","1.22",".256","67.8%","107","109","107","4.11","4.38","-0.27","4.33","3.97","7146","543339"
"Dylan Covey","CHW","6.73","3.85","1.75","0.96","16.8%","9.6%","7.2%",".264","1.49",".302","61.9%","123","102","102","5.18","4.39","0.79","4.31","4.59","14825","592229"
"Domingo German","NYY","10.72","3.47","3.09","1.58","27.2%","8.8%","18.4%",".240","1.33",".300","65.3%","130","101","93","5.57","4.39","1.18","3.94","3.68","17149","593334"
"Zach Davies","MIL","6.68","2.86","2.33","1.09","17.5%","7.5%","10.0%",".263","1.33",".298","69.3%","118","108","107","4.77","4.39","0.39","4.34","4.52","13183","605200"
"Tyson Ross","- - -","7.34","3.73","1.97","1.02","19.2%","9.8%","9.5%",".234","1.30",".270","72.2%","106","109","105","4.15","4.39","-0.24","4.25","4.55","7872","475115"
"Adam Liberatore","LAD","8.31","5.54","1.50","0.69","22.2%","14.8%","7.4%",".222","1.38",".281","85.2%","72","110","102","2.77","4.39","-1.62","4.15","4.31","10637","571893"
"Jon Lester","CHC","7.38","3.17","2.33","1.19","19.6%","8.4%","11.2%",".252","1.31",".290","80.3%","83","109","109","3.32","4.39","-1.07","4.43","4.57","4930","452657"
"Blake Parker","LAA","9.50","2.58","3.68","1.63","25.4%","6.9%","18.5%",".248","1.24",".297","89.4%","77","103","95","3.26","4.40","-1.14","4.04","3.42","5224","453284"
"Alex Reyes","STL","4.50","4.50","1.00","0.00","13.3%","13.3%","0.0%",".250","1.25",".300","100.0%","0","111","150","0.00","4.41","-4.41","6.06","6.05","15015","621052"
"Hunter Strickland","SFG","7.35","4.17","1.76","0.99","18.4%","10.4%","8.0%",".240","1.41",".277","69.0%","102","114","123","3.97","4.42","-0.45","4.99","4.62","7836","519326"
"Brandon Workman","BOS","8.06","3.48","2.31","1.31","22.2%","9.6%","12.6%",".225","1.21",".259","84.1%","73","105","100","3.27","4.42","-1.15","4.25","4.00","11428","519443"
"Alex McRae","PIT","7.11","7.11","1.00","0.00","15.6%","15.6%","0.0%",".308","2.05",".381","71.4%","143","109","141","5.68","4.42","1.26","5.73","5.32","16317","656725"
"Wei-Yin Chen","MIA","7.49","3.17","2.36","1.28","19.4%","8.2%","11.2%",".250","1.34",".284","68.2%","126","113","117","4.79","4.43","0.36","4.73","4.63","13071","612672"
"Mike Minor","TEX","7.57","2.18","3.47","1.43","20.6%","5.9%","14.7%",".232","1.12",".259","72.5%","90","100","107","4.18","4.43","-0.24","4.52","4.27","10021","501985"
"Jeff Hoffman","COL","5.19","7.27","0.71","0.00","11.4%","15.9%","-4.5%",".405","2.54",".469","59.1%","203","103","128","9.35","4.43","4.92","5.19","5.85","17432","656546"
"Jose Quintana","CHC","8.16","3.51","2.32","1.29","21.4%","9.2%","12.2%",".243","1.32",".282","76.8%","101","110","103","4.03","4.43","-0.41","4.18","4.39","11423","500779"
"Justin Miller","WSN","10.32","2.92","3.53","1.72","27.9%","7.9%","20.0%",".214","1.13",".254","83.0%","88","108","104","3.61","4.44","-0.83","4.23","3.33","8580","502522"
"Matthew Boyd","DET","8.40","2.69","3.12","1.43","22.4%","7.2%","15.2%",".226","1.16",".258","71.1%","101","103","111","4.39","4.45","-0.06","4.72","4.31","15440","571510"
"Luke Weaver","STL","7.99","3.56","2.24","1.25","19.9%","8.9%","11.0%",".272","1.50",".318","68.7%","127","112","110","4.95","4.45","0.50","4.46","4.53","16918","596133"
"Jake Petricka","TOR","8.08","3.15","2.56","1.18","19.7%","7.7%","12.0%",".316","1.64",".379","72.6%","105","104","96","4.53","4.45","0.08","4.05","3.79","10534","502593"
"Buck Farmer","DET","7.40","5.32","1.39","0.78","18.5%","13.3%","5.2%",".252","1.56",".300","74.6%","96","103","122","4.15","4.46","-0.30","5.17","4.99","14814","571656"
"Vidal Nuno","TBR","7.91","2.73","2.90","1.36","21.6%","7.5%","14.2%",".197","1.03",".216","100.0%","40","109","114","1.64","4.46","-2.83","4.85","4.10","9674","573064"
"Zach McAllister","- - -","7.80","2.00","3.90","1.60","19.6%","5.0%","14.6%",".303","1.49",".348","61.6%","141","105","98","6.20","4.47","1.73","4.14","3.80","2895","502083"
"Ryan Weber","TBR","1.69","3.38","0.50","0.00","4.0%","8.0%","-4.0%",".227","1.31",".238","37.5%","123","110","149","5.06","4.47","0.59","6.33","5.75","10160","543901"
"Chris Stratton","SFG","6.95","3.35","2.07","1.18","17.9%","8.6%","9.3%",".269","1.43",".306","66.9%","131","115","109","5.09","4.48","0.61","4.43","4.70","13761","608717"
"Jorge Lopez","- - -","6.37","3.69","1.73","1.01","16.2%","9.4%","6.8%",".270","1.47",".305","69.8%","117","109","113","5.03","4.48","0.55","4.72","4.84","14527","605347"
"Cole Hamels","- - -","8.87","3.07","2.89","1.37","23.3%","8.1%","15.3%",".244","1.26",".291","76.1%","84","105","95","3.78","4.49","-0.71","3.95","3.99","4972","430935"
"Pablo Lopez","MIA","7.06","2.76","2.56","1.23","18.6%","7.3%","11.3%",".249","1.26",".281","74.9%","109","114","102","4.14","4.49","-0.35","4.15","4.29","17085","641154"
"Chris Devenski","HOU","9.70","2.47","3.92","1.71","26.0%","6.6%","19.4%",".233","1.16",".275","77.1%","102","108","95","4.18","4.49","-0.31","4.01","3.35","12763","606965"
"Brent Suter","MIL","7.46","1.69","4.42","1.60","19.8%","4.5%","15.3%",".254","1.19",".281","70.1%","110","111","100","4.44","4.49","-0.05","4.07","4.14","13942","608718"
"Gregory Infante","CHW","6.00","8.00","0.75","0.00","14.3%","19.0%","-4.8%",".353","2.22",".429","60.0%","190","105","149","8.00","4.49","3.51","6.33","6.48","9119","500872"
