"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Kevin Pillar","NYM","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","75","200","0.00","3.17","-3.17","8.46","13.47","12434","607680"
"Matt Duffy","CHC","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","75","74","0.00","3.17","-3.17","3.17","-0.97","13836","622110"
"Andrew Knapp","PHI","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","73","74","0.00","3.17","-3.17","3.17","-0.97","14942","595284"
"Jack Mayfield","SEA","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","76","74","0.00","3.17","-3.17","3.17","-0.97","15402","608686"
"Sergio Alcantara","CHC","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","75","200","0.00","3.17","-3.17","8.46","13.47","16417","642727"
"John Nogowski","PIT","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".500","2.67",".500","37.5%","352","74","116","15.00","3.17","11.83","4.93","4.30","16852","596056"
"Eduard Bazardo","BOS","9.00","6.00","1.50","0.00","25.0%","16.7%","8.3%",".100","1.00",".143","100.0%","0","74","142","0.00","3.17","-3.17","6.11","5.29","20997","660825"
"Charlie Morton","ATL","10.47","2.81","3.72","0.78","28.6%","7.7%","20.9%",".200","1.04",".267","71.0%","79","76","78","3.34","3.18","0.17","3.31","3.53","4676","450203"
"Anthony Bender","MIA","10.42","2.93","3.55","0.73","28.7%","8.1%","20.6%",".204","1.06",".276","76.6%","66","76","78","2.79","3.19","-0.40","3.31","3.18","19742","669622"
"Kendall Graveman","- - -","9.80","3.21","3.05","0.48","27.5%","9.0%","18.5%",".180","0.98",".246","81.6%","42","76","81","1.77","3.19","-1.42","3.47","3.30","15514","608665"
"Spencer Patton","TEX","10.20","3.19","3.20","0.85","27.9%","8.7%","19.2%",".229","1.20",".305","68.3%","88","74","87","3.83","3.19","0.63","3.72","3.47","12361","607359"
"Tyler Matzek","ATL","11.00","5.29","2.08","0.43","29.2%","14.0%","15.2%",".178","1.22",".255","80.2%","60","76","94","2.57","3.20","-0.63","4.01","4.04","10058","554431"
"Matt Barnes","BOS","13.83","3.29","4.20","1.32","37.8%","9.0%","28.8%",".205","1.12",".306","73.4%","83","75","71","3.79","3.21","0.58","3.01","2.54","12863","598264"
"Daniel Hudson","- - -","13.06","2.79","4.69","1.39","35.7%","7.6%","28.1%",".206","1.08",".288","75.9%","81","75","76","3.31","3.21","0.10","3.24","2.65","7146","543339"
"Tejay Antone","CIN","11.23","3.48","3.23","0.80","32.8%","10.2%","22.7%",".152","0.89",".209","86.8%","48","73","76","2.14","3.26","-1.12","3.25","3.10","16233","622088"
"Brooks Raley","HOU","11.94","2.94","4.06","1.10","31.7%","7.8%","23.9%",".231","1.20",".322","59.7%","111","78","68","4.78","3.27","1.50","2.90","2.91","10061","548384"
"Tyler Rogers","SFG","6.11","1.44","4.23","0.56","16.9%","4.0%","12.9%",".240","1.07",".278","81.2%","55","81","92","2.22","3.28","-1.06","3.89","3.66","15541","643511"
"Clay Holmes","- - -","10.03","3.73","2.69","0.64","26.7%","9.9%","16.8%",".205","1.17",".273","68.4%","85","77","74","3.60","3.28","0.32","3.16","3.13","13649","605280"
"Genesis Cabrera","STL","9.90","4.63","2.14","0.39","26.0%","12.2%","13.9%",".204","1.26",".280","69.8%","91","78","103","3.73","3.28","0.44","4.39","4.12","17490","650893"
"Pablo Lopez","MIA","10.08","2.28","4.42","0.96","27.5%","6.2%","21.3%",".231","1.12",".301","79.7%","73","78","78","3.07","3.29","-0.22","3.32","3.49","17085","641154"
"Jovani Moran","MIN","11.25","7.88","1.43","0.00","26.3%","18.4%","7.9%",".290","2.00",".429","56.3%","184","78","98","7.88","3.30","4.58","4.18","4.92","20422","663558"
"Dustin May","LAD","13.70","2.35","5.83","1.57","37.6%","6.5%","31.2%",".186","0.96",".255","86.2%","67","77","42","2.74","3.30","-0.56","1.81","2.44","19716","669160"
"Pierce Johnson","SDP","11.81","4.14","2.85","0.92","31.6%","11.1%","20.5%",".218","1.26",".308","81.1%","81","79","89","3.22","3.31","-0.08","3.78","3.42","13435","572955"
"Scott Effross","CHC","11.05","0.61","18.00","1.23","31.0%","1.7%","29.3%",".241","0.95",".324","77.5%","89","78","73","3.68","3.31","0.38","3.10","2.38","18384","664123"
"Shane McClanahan","TBR","10.29","2.70","3.81","1.02","27.3%","7.2%","20.1%",".251","1.27",".328","78.9%","83","81","76","3.43","3.31","0.12","3.23","3.62","21483","663556"
"Max Fried","ATL","8.58","2.23","3.85","0.81","23.7%","6.1%","17.5%",".225","1.09",".278","75.9%","71","79","81","3.04","3.31","-0.27","3.45","3.76","13743","608331"
"Lance Lynn","CHW","10.09","2.58","3.91","1.03","27.5%","7.0%","20.4%",".207","1.07",".263","81.5%","62","74","89","2.69","3.32","-0.62","3.82","3.72","2520","458681"
"A.J. Puk","OAK","10.80","4.05","2.67","0.68","24.6%","9.2%","15.4%",".310","1.80",".415","67.8%","147","80","83","6.08","3.32","2.75","3.54","3.59","19343","640462"
"John King","TEX","7.83","2.35","3.33","0.59","20.7%","6.2%","14.5%",".232","1.15",".284","62.5%","81","77","81","3.52","3.32","0.20","3.47","3.42","22051","667463"
"Eduardo Rodriguez","BOS","10.56","2.68","3.94","1.08","27.4%","7.0%","20.4%",".275","1.39",".363","68.9%","103","77","80","4.74","3.32","1.42","3.43","3.65","13164","593958"
"Chris Bassitt","OAK","9.10","2.23","4.08","0.86","25.0%","6.1%","18.8%",".216","1.06",".271","78.2%","76","80","92","3.15","3.34","-0.20","3.93","3.86","12304","605135"
"Drew Steckenrider","SEA","7.71","2.26","3.41","0.67","21.7%","6.4%","15.4%",".211","1.02",".257","86.4%","48","80","102","2.00","3.35","-1.35","4.37","3.93","18806","608716"
"Domingo Tapia","- - -","6.95","4.01","1.73","0.27","19.3%","11.1%","8.1%",".208","1.19",".258","77.7%","59","79","103","2.67","3.35","-0.67","4.43","4.62","12178","593619"
"Jake McGee","SFG","8.75","1.51","5.80","1.06","24.3%","4.2%","20.1%",".194","0.91",".228","67.1%","67","82","95","2.72","3.35","-0.64","4.05","3.46","7550","459429"
"Mark Melancon","SDP","8.21","3.48","2.36","0.56","22.3%","9.4%","12.8%",".226","1.22",".284","79.3%","56","80","81","2.23","3.36","-1.13","3.45","3.70","4264","453343"
"Jason Adam","CHC","16.03","5.06","3.17","0.84","38.0%","12.0%","26.0%",".244","1.50",".429","68.2%","142","80","93","5.91","3.36","2.55","3.96","2.90","11861","592094"
"Aaron Nola","PHI","11.11","1.94","5.72","1.30","29.8%","5.2%","24.6%",".235","1.13",".308","66.8%","110","77","79","4.63","3.37","1.26","3.37","3.26","16149","605400"
"Frankie Montas","OAK","9.96","2.74","3.63","0.96","26.6%","7.3%","19.3%",".230","1.18",".296","74.5%","82","81","85","3.37","3.37","0.00","3.64","3.79","14309","593423"
"Luis Cessa","- - -","7.52","2.64","2.84","0.70","20.7%","7.3%","13.4%",".227","1.14",".273","74.6%","58","77","90","2.51","3.39","-0.88","3.83","3.86","13345","570666"
"Danny Duffy","KCR","9.59","3.25","2.95","0.89","25.8%","8.7%","17.1%",".226","1.21",".289","83.8%","56","80","99","2.51","3.40","-0.89","4.23","4.14","3542","518633"
"Stephen Gonsalves","BOS","8.31","4.15","2.00","0.00","22.2%","11.1%","11.1%",".133","0.92",".182","60.0%","91","79","127","4.15","3.40","0.75","5.44","4.37","15492","624427"
"Joey Lucchesi","NYM","9.63","2.58","3.73","0.94","26.1%","7.0%","19.1%",".236","1.17",".303","65.2%","111","81","95","4.46","3.40","1.06","4.03","3.79","19320","664192"
"Dylan Cease","CHW","12.28","3.69","3.32","1.09","31.9%","9.6%","22.3%",".220","1.25",".309","73.9%","90","76","87","3.91","3.41","0.51","3.72","3.57","18525","656302"
"Conner Greene","- - -","9.24","4.26","2.17","0.36","21.5%","9.9%","11.6%",".302","1.74",".392","59.2%","161","75","121","7.11","3.41","3.70","5.19","4.39","16455","641632"
"Sandy Alcantara","MIA","8.80","2.19","4.02","0.92","24.0%","6.0%","18.0%",".220","1.07",".270","72.4%","76","82","81","3.19","3.42","-0.22","3.45","3.68","18684","645261"
"A.J. Cole","TOR","7.88","1.13","7.00","1.13","23.3%","3.3%","20.0%",".207","0.88",".238","100.0%","25","80","109","1.13","3.42","-2.30","4.66","3.90","11467","595918"
"Joely Rodriguez","- - -","9.13","3.50","2.61","0.78","22.7%","8.7%","14.0%",".280","1.53",".355","67.3%","108","79","80","4.66","3.43","1.23","3.41","3.58","11487","570257"
"Joe Ryan","MIN","10.13","1.69","6.00","1.35","30.0%","5.0%","25.0%",".168","0.79",".197","58.4%","95","81","87","4.05","3.43","0.62","3.73","3.42","21390","657746"
"Joe Barlow","TEX","8.38","3.72","2.25","0.62","24.3%","10.8%","13.5%",".121","0.83",".143","70.8%","36","79","106","1.55","3.45","-1.89","4.56","4.18","22296","669618"
"Peter Solomon","HOU","6.43","5.14","1.25","0.00","18.2%","14.5%","3.6%",".213","1.29",".270","88.9%","30","82","110","1.29","3.46","-2.17","4.72","5.13","20476","656981"
"Michael Fulmer","DET","9.43","2.58","3.65","0.90","24.6%","6.7%","17.8%",".254","1.28",".323","79.6%","69","82","90","2.97","3.46","-0.49","3.87","3.60","13218","605242"
"Camilo Doval","SFG","12.33","3.00","4.11","1.33","33.9%","8.3%","25.7%",".192","1.04",".259","81.2%","74","85","67","3.00","3.47","-0.47","2.85","2.75","21992","666808"
"Caleb Thielbar","MIN","10.83","2.81","3.85","1.13","28.9%","7.5%","21.4%",".226","1.17",".297","80.8%","76","82","94","3.23","3.47","-0.23","4.02","3.33","10078","573204"
"Chris Martin","ATL","6.85","1.25","5.50","0.83","18.2%","3.3%","14.9%",".285","1.27",".333","72.5%","93","83","94","3.95","3.47","0.48","3.98","3.75","11847","455119"
"Jose Berrios","- - -","9.56","2.11","4.53","1.03","26.1%","5.8%","20.4%",".221","1.06",".277","72.3%","81","82","84","3.52","3.47","0.04","3.59","3.65","14168","621244"
"Alex Wood","SFG","9.87","2.53","3.90","0.91","26.0%","6.7%","19.3%",".236","1.18",".305","72.9%","95","86","81","3.83","3.48","0.35","3.44","3.60","13781","622072"
"Tony Watson","- - -","6.91","2.83","2.44","0.63","19.6%","8.0%","11.6%",".193","1.01",".226","61.1%","92","81","101","3.92","3.48","0.44","4.30","4.26","3132","453265"
"Josh Staumont","KCR","9.87","3.70","2.67","0.82","27.3%","10.2%","17.0%",".183","1.07",".236","75.5%","64","82","100","2.88","3.49","-0.61","4.26","3.76","18335","622251"
"Tyler Duffey","MIN","8.81","4.04","2.18","0.58","24.0%","11.0%","13.0%",".214","1.22",".277","73.2%","74","83","98","3.18","3.49","-0.31","4.19","4.13","13758","608648"
"Marcus Stroman","NYM","7.94","2.21","3.59","0.85","21.6%","6.0%","15.6%",".237","1.15",".286","75.5%","75","83","84","3.02","3.49","-0.48","3.57","3.95","13431","573186"
"Phil Maton","- - -","11.48","4.32","2.66","0.81","28.6%","10.8%","17.8%",".251","1.46",".351","70.8%","111","83","97","4.73","3.50","1.22","4.16","3.67","18064","664208"
"Shohei Ohtani","LAA","10.77","3.04","3.55","1.04","29.3%","8.3%","21.0%",".205","1.09",".269","79.4%","72","80","83","3.18","3.52","-0.34","3.55","3.61","19755","660271"
"Lance McCullers Jr.","HOU","10.26","4.21","2.43","0.72","27.0%","11.1%","15.9%",".204","1.22",".273","78.5%","74","84","86","3.16","3.52","-0.36","3.69","4.02","14120","621121"
"Conner Menez","SFG","9.64","1.93","5.00","1.29","24.2%","4.8%","19.4%",".271","1.36",".333","55.6%","96","87","60","3.86","3.53","0.33","2.55","2.80","19199","669214"
"Brett Martin","TEX","6.06","2.02","3.00","0.72","15.9%","5.3%","10.6%",".268","1.30",".305","67.6%","73","82","91","3.18","3.54","-0.36","3.91","3.88","17369","656685"
"Taylor Clarke","ARI","8.10","2.91","2.79","0.83","20.1%","7.2%","12.9%",".289","1.52",".350","62.9%","119","86","106","4.98","3.54","1.45","4.50","4.21","17611","664199"
"Aaron Ashby","MIL","11.08","3.41","3.25","1.14","29.3%","9.0%","20.3%",".208","1.17",".273","55.6%","108","84","72","4.55","3.58","0.97","3.05","3.18","23550","676879"
"Chad Green","NYY","10.65","1.83","5.82","1.51","31.4%","5.4%","26.0%",".191","0.88",".232","77.2%","74","83","85","3.12","3.59","-0.47","3.63","2.95","15552","643338"
"Tayler Saucedo","TOR","6.66","3.51","1.90","0.35","17.4%","9.2%","8.3%",".227","1.25",".273","61.3%","101","85","101","4.56","3.60","0.96","4.33","4.15","17888","642048"
"Sean Newcomb","ATL","11.97","7.52","1.59","0.28","28.7%","18.0%","10.7%",".231","1.70",".351","71.9%","111","86","109","4.73","3.60","1.13","4.62","4.72","16943","656794"
"Antonio Senzatela","COL","6.03","1.84","3.28","0.69","15.7%","4.8%","10.9%",".283","1.34",".324","66.8%","91","80","98","4.42","3.61","0.81","4.17","4.44","15488","622608"
"Sean Poppen","- - -","10.32","3.57","2.89","0.79","23.6%","8.2%","15.5%",".316","1.76",".414","62.2%","122","87","87","5.16","3.61","1.55","3.71","3.62","19583","664092"
"Cody Stashak","MIN","14.94","5.74","2.60","1.15","34.7%","13.3%","21.3%",".250","1.66",".389","62.0%","161","86","93","6.89","3.62","3.28","3.98","3.44","18088","664054"
"Anthony DeSclafani","SFG","8.16","2.25","3.62","1.02","22.5%","6.2%","16.3%",".223","1.09",".265","78.3%","78","89","93","3.17","3.62","-0.45","3.95","4.11","13050","543101"
"Tyler Wells","BAL","10.26","1.89","5.42","1.42","29.0%","5.4%","23.7%",".190","0.91",".226","64.4%","93","80","96","4.11","3.63","0.48","4.11","3.37","20000","669330"
"Robert Stephenson","COL","10.17","3.52","2.89","0.98","26.4%","9.1%","17.3%",".237","1.30",".308","76.4%","65","81","94","3.13","3.63","-0.50","4.02","3.69","13594","596112"
"Luis Garcia","HOU","9.68","2.90","3.34","1.10","26.4%","7.9%","18.5%",".229","1.18",".289","77.8%","81","86","92","3.48","3.63","-0.16","3.93","3.91","23735","677651"
"Ryan Sherriff","TBR","9.82","5.52","1.78","0.00","22.2%","12.5%","9.7%",".237","1.57",".326","59.3%","134","89","127","5.52","3.65","1.88","5.45","4.55","12249","595411"
"Brad Boxberger","MIL","11.55","3.48","3.32","1.11","31.2%","9.4%","21.8%",".187","1.07",".250","76.8%","79","85","88","3.34","3.65","-0.31","3.76","3.23","10133","502202"
"Sean Manaea","OAK","9.74","2.06","4.73","1.25","25.7%","5.4%","20.3%",".254","1.23",".318","77.3%","95","88","85","3.91","3.66","0.26","3.62","3.68","15873","640455"
"Luke Jackson","ATL","9.90","4.10","2.41","0.85","26.8%","11.1%","15.7%",".196","1.16",".253","90.2%","46","87","88","1.98","3.66","-1.68","3.76","3.75","11752","592426"
"Dillon Peters","PIT","7.76","3.38","2.30","0.68","19.7%","8.5%","11.1%",".245","1.35",".296","73.1%","87","86","107","3.71","3.66","0.05","4.54","4.63","18790","596071"
"Kyle Muller","ATL","9.08","4.91","1.85","0.49","23.9%","12.9%","11.0%",".195","1.25",".255","68.6%","98","87","115","4.17","3.66","0.51","4.88","4.85","20167","666205"
"Adam Wainwright","STL","7.59","2.18","3.48","0.92","21.0%","6.0%","15.0%",".218","1.06",".256","78.4%","75","88","91","3.05","3.66","-0.61","3.87","4.13","2233","425794"
"Alex McRae","CHW","4.50","4.50","1.00","0.00","10.0%","10.0%","0.0%",".333","2.00",".375","75.0%","103","82","147","4.50","3.67","0.83","6.32","5.87","16317","656725"
"Angel Rondon","STL","4.50","4.50","1.00","0.00","14.3%","14.3%","0.0%",".167","1.00",".200","100.0%","0","88","149","0.00","3.67","-3.67","6.32","6.55","22036","667373"
"David Robertson","TBR","12.00","3.00","4.00","1.50","32.0%","8.0%","24.0%",".239","1.25",".321","65.6%","109","89","70","4.50","3.67","0.83","2.97","2.98","8241","502085"
"Zach Eflin","PHI","8.43","1.36","6.19","1.28","22.4%","3.6%","18.8%",".274","1.25",".327","72.8%","99","85","85","4.17","3.68","0.49","3.61","3.81","13774","621107"
"Chris Sale","BOS","10.97","2.53","4.33","1.27","28.4%","6.6%","21.9%",".269","1.34",".358","79.8%","69","86","78","3.16","3.69","-0.52","3.35","3.44","10603","519242"
"Zach Thompson","MIA","7.92","3.36","2.36","0.72","21.0%","8.9%","12.1%",".222","1.21",".269","68.9%","77","88","110","3.24","3.69","-0.45","4.65","4.58","16094","605507"
"Jordan Montgomery","NYY","9.27","2.92","3.18","1.09","24.5%","7.7%","16.8%",".247","1.28",".307","73.7%","90","85","92","3.83","3.69","0.14","3.93","4.07","16511","656756"
"Robbie Ray","TOR","11.54","2.42","4.77","1.54","32.1%","6.7%","25.4%",".209","1.04",".268","90.1%","63","87","79","2.84","3.69","-0.85","3.36","3.21","11486","592662"
"Joe Musgrove","SDP","10.08","2.68","3.76","1.09","27.1%","7.2%","19.9%",".210","1.08",".266","79.7%","80","88","86","3.18","3.70","-0.52","3.65","3.69","12970","605397"
"Sam Coonrod","PHI","10.20","3.19","3.20","1.06","25.9%","8.1%","17.8%",".246","1.32",".316","73.1%","96","85","82","4.04","3.71","0.33","3.51","3.34","17264","656322"
"Jharel Cotton","TEX","8.80","4.40","2.00","0.59","21.9%","10.9%","10.9%",".233","1.40",".295","78.2%","81","86","131","3.52","3.72","-0.20","5.64","4.69","13654","605194"
"Logan Gilbert","SEA","9.65","2.11","4.57","1.28","25.4%","5.6%","19.9%",".239","1.17",".293","67.9%","113","90","98","4.68","3.73","0.94","4.19","3.87","22250","669302"
"Diego Castillo","- - -","11.57","2.62","4.41","1.39","32.2%","7.3%","24.9%",".190","0.98",".244","78.9%","67","90","74","2.78","3.74","-0.96","3.15","2.82","17496","650895"
"Steve Cishek","LAA","8.43","5.40","1.56","0.26","20.8%","13.3%","7.5%",".234","1.49",".303","72.2%","78","85","117","3.42","3.74","-0.32","5.04","4.79","6483","518553"
"Trevor May","NYM","11.92","3.45","3.46","1.44","31.2%","9.0%","22.2%",".227","1.26",".302","76.9%","90","89","90","3.59","3.74","-0.15","3.81","3.22","6398","543507"
"Craig Stammen","SDP","8.46","1.32","6.38","1.32","23.4%","3.7%","19.7%",".233","1.04",".272","83.3%","77","89","78","3.06","3.75","-0.69","3.31","3.14","7274","489334"
"Luis Castillo","CIN","9.21","3.60","2.56","0.91","23.9%","9.3%","14.6%",".251","1.36",".318","71.5%","90","84","85","3.98","3.75","0.23","3.63","4.03","15689","622491"
"Danny Coulombe","MIN","8.65","1.83","4.71","1.31","23.7%","5.0%","18.7%",".265","1.22",".319","71.4%","86","89","86","3.67","3.75","-0.08","3.66","3.50","13293","543056"
"Chris Stratton","PIT","9.76","3.74","2.61","1.02","25.5%","9.8%","15.7%",".231","1.30",".293","76.6%","85","89","96","3.63","3.76","-0.13","4.09","3.86","13761","608717"
"Jarlin Garcia","SFG","8.91","2.36","3.78","1.18","25.3%","6.7%","18.6%",".193","0.96",".227","75.8%","65","93","88","2.62","3.77","-1.15","3.76","3.52","18282","606424"
"Josh James","HOU","14.40","3.60","4.00","1.80","38.1%","9.5%","28.6%",".211","1.20",".300","65.2%","126","89","61","5.40","3.77","1.63","2.58","2.54","16794","657624"
"James Norwood","SDP","5.40","5.40","1.00","0.00","13.0%","13.0%","0.0%",".300","1.80",".353","100.0%","0","90","131","0.00","3.77","-3.77","5.53","5.65","16440","656803"
"Zach Pop","MIA","8.40","3.95","2.13","0.49","20.7%","9.8%","11.0%",".252","1.43",".319","69.7%","98","90","102","4.12","3.77","0.34","4.32","4.04","20185","647315"
"Anthony Misiewicz","SEA","8.73","2.47","3.53","1.15","22.5%","6.4%","16.1%",".277","1.39",".338","69.9%","111","91","92","4.61","3.77","0.84","3.95","3.76","18152","664948"
"Seth Lugo","NYM","10.68","3.69","2.89","1.17","28.2%","9.7%","18.5%",".234","1.29",".307","81.7%","87","90","85","3.50","3.77","-0.28","3.61","3.54","12447","607625"
"Connor Brogdon","PHI","7.80","2.81","2.78","0.94","21.3%","7.7%","13.6%",".218","1.13",".256","67.7%","81","87","102","3.43","3.78","-0.34","4.32","4.06","21205","641401"
"Chris Paddack","SDP","8.22","1.83","4.50","1.25","21.6%","4.8%","16.8%",".264","1.26",".311","60.7%","128","90","91","5.07","3.78","1.29","3.87","4.05","20099","663978"
"Lou Trivino","OAK","8.19","4.15","1.97","0.61","21.6%","11.0%","10.6%",".213","1.25",".265","71.9%","77","91","105","3.18","3.78","-0.60","4.48","4.36","15043","642152"
"Nestor Cortes","NYY","9.97","2.42","4.12","1.35","27.5%","6.7%","20.9%",".216","1.08",".265","85.0%","69","88","98","2.90","3.78","-0.88","4.18","3.78","17874","641482"
"Steven Matz","TOR","8.60","2.57","3.35","1.08","22.3%","6.6%","15.6%",".264","1.33",".321","75.4%","85","89","92","3.82","3.79","0.04","3.94","4.12","13361","571927"
"T.J. McFarland","STL","4.89","2.09","2.33","0.70","14.6%","6.3%","8.3%",".237","1.06",".261","81.5%","63","91","92","2.56","3.79","-1.23","3.92","3.85","3237","519008"
"Lucas Giolito","CHW","10.13","2.62","3.87","1.36","27.9%","7.2%","20.7%",".218","1.10",".269","77.5%","81","85","88","3.53","3.79","-0.27","3.75","3.72","15474","608337"
"Bailey Falter","PHI","9.09","1.60","5.67","1.34","24.5%","4.3%","20.1%",".260","1.19",".315","60.0%","133","87","93","5.61","3.79","1.82","3.96","3.44","20070","663559"
"James Hoyt","LAA","12.38","7.88","1.57","0.00","23.9%","15.2%","8.7%",".324","2.38",".462","52.4%","153","87","145","6.75","3.80","2.95","6.22","4.84","14605","624586"
"Alek Manoah","TOR","10.24","3.22","3.18","0.97","27.7%","8.7%","19.0%",".191","1.05",".246","76.6%","72","89","97","3.22","3.80","-0.57","4.17","3.88","26410","666201"
"Cristopher Sanchez","PHI","9.24","4.97","1.86","0.71","22.0%","11.9%","10.2%",".308","1.82",".395","69.4%","118","87","91","4.97","3.80","1.17","3.89","4.08","20778","650911"
"Tyler Mahle","CIN","10.50","3.20","3.28","1.20","27.7%","8.4%","19.2%",".231","1.23",".297","77.6%","85","85","88","3.75","3.80","-0.05","3.74","3.82","16358","641816"
"Devin Smeltzer","MIN","5.79","1.93","3.00","0.00","17.6%","5.9%","11.8%",".071","0.43",".091","75.0%","0","90","133","0.00","3.81","-3.81","5.70","4.35","19487","656970"
"Blake Snell","SDP","11.89","4.83","2.46","1.12","30.9%","12.5%","18.4%",".211","1.32",".291","74.4%","106","91","88","4.20","3.82","0.37","3.74","4.02","13543","605483"
"John Curtiss","- - -","8.93","2.44","3.67","1.22","23.5%","6.4%","17.1%",".241","1.22",".290","73.0%","82","91","93","3.45","3.82","-0.37","3.94","3.69","16128","595928"
"Mitch White","LAD","9.45","3.28","2.88","1.16","24.9%","8.6%","16.2%",".211","1.18",".256","57.9%","89","89","90","3.66","3.83","-0.17","3.83","3.83","19225","669952"
"Joe Biagini","CHC","6.00","3.00","2.00","0.00","15.4%","7.7%","7.7%",".182","1.00",".222","100.0%","0","91","160","0.00","3.84","-3.84","6.78","5.37","13194","607352"
"Jake Cousins","MIL","13.20","5.70","2.32","0.90","35.2%","15.2%","20.0%",".157","1.17",".236","86.2%","64","90","89","2.70","3.84","-1.14","3.77","3.60","21620","664776"
"Mike Mayers","LAA","10.80","3.12","3.46","1.32","28.6%","8.3%","20.3%",".248","1.29",".324","80.4%","87","87","89","3.84","3.84","0.00","3.81","3.39","15451","594577"
"Will Harris","WSN","13.50","4.50","3.00","1.50","30.0%","10.0%","20.0%",".259","1.67",".353","46.5%","214","89","81","9.00","3.84","5.16","3.43","3.41","3192","501789"
"Corey Kluber","NYY","9.23","3.71","2.48","0.90","24.0%","9.7%","14.4%",".244","1.34",".310","74.4%","90","89","102","3.83","3.85","-0.02","4.38","4.37","2429","446372"
"Evan Phillips","- - -","7.43","3.38","2.20","0.68","19.0%","8.6%","10.3%",".212","1.20",".250","70.5%","82","91","95","3.38","3.85","-0.47","4.06","4.10","17734","623465"
"Sean Reid-Foley","NYM","11.32","3.92","2.89","1.31","28.3%","9.8%","18.5%",".265","1.50",".352","59.7%","131","92","88","5.23","3.85","1.38","3.75","3.58","17034","656887"
"Richard Lovelady","KCR","10.02","2.61","3.83","1.31","27.4%","7.1%","20.2%",".208","1.06",".255","74.5%","77","90","76","3.48","3.85","-0.36","3.24","3.10","19337","663992"
"Rafael Montero","- - -","7.66","3.10","2.47","0.73","18.7%","7.6%","11.1%",".291","1.54",".350","54.4%","154","93","103","6.39","3.86","2.53","4.41","4.06","12760","606160"
"JT Chargois","- - -","8.89","3.35","2.65","0.84","24.5%","9.3%","15.3%",".200","1.08",".250","84.2%","61","93","101","2.52","3.86","-1.34","4.32","3.88","13767","608638"
"Dusten Knight","BAL","11.42","5.19","2.20","1.04","25.0%","11.4%","13.6%",".282","1.85",".370","41.1%","212","85","103","9.35","3.86","5.48","4.40","4.12","16537","643400"
"DJ Johnson","- - -","10.38","0.00","5.00","2.08","33.3%","0.0%","33.3%",".133","0.46",".111","100.0%","49","92","40","2.08","3.86","-1.79","1.68","1.78","12578","597113"
"German Marquez","COL","8.80","3.20","2.75","1.05","23.3%","8.5%","14.8%",".240","1.27",".293","69.3%","91","86","86","4.40","3.86","0.54","3.64","4.07","15038","608566"
"Michael King","NYY","8.81","3.41","2.58","0.85","22.5%","8.7%","13.8%",".233","1.28",".288","73.8%","84","89","98","3.55","3.86","-0.31","4.19","4.11","19853","650633"
"Zack Littell","SFG","9.19","3.50","2.63","1.02","25.0%","9.5%","15.5%",".204","1.14",".250","77.2%","72","95","97","2.92","3.87","-0.95","4.11","3.85","15823","641793"
"Kyle Gibson","- - -","7.66","3.16","2.42","0.84","20.6%","8.5%","12.1%",".232","1.22",".276","73.7%","87","89","97","3.71","3.87","-0.16","4.14","4.40","10123","502043"
"Gabe Klobosits","WSN","3.97","3.97","1.00","0.00","9.6%","9.6%","0.0%",".283","1.59",".317","57.9%","132","90","161","5.56","3.88","1.68","6.83","5.93","19881","656620"
"Antonio Santos","COL","7.94","3.97","2.00","0.79","21.7%","10.9%","10.9%",".220","1.24",".267","55.6%","99","86","108","4.76","3.88","0.89","4.60","4.41","20383","665733"
"Yimi Garcia","- - -","9.36","2.81","3.33","1.25","25.3%","7.6%","17.7%",".225","1.16",".273","61.6%","99","93","88","4.21","3.88","0.33","3.76","3.61","12095","554340"
"Trevor Williams","- - -","8.90","3.07","2.90","1.09","22.2%","7.7%","14.6%",".283","1.49",".348","71.2%","106","92","93","4.35","3.88","0.47","3.96","4.14","16977","592866"
"Connor Overton","- - -","8.80","2.93","3.00","1.17","23.8%","7.9%","15.9%",".241","1.24",".293","67.9%","110","92","100","4.70","3.89","0.81","4.26","4.06","18376","656818"
"Chris Flexen","SEA","6.26","2.00","3.13","0.95","16.9%","5.4%","11.5%",".265","1.25",".300","76.6%","87","93","106","3.61","3.89","-0.28","4.56","4.70","13896","623167"
"Austin Adams","SDP","12.99","5.98","2.17","0.17","31.5%","14.5%","17.0%",".154","1.20",".257","68.9%","103","93","122","4.10","3.89","0.21","5.19","3.88","13801","613534"
"Noe Ramirez","- - -","7.25","3.00","2.42","0.75","19.7%","8.2%","11.6%",".174","0.97",".200","71.0%","71","93","127","3.00","3.89","-0.89","5.41","4.60","12800","598287"
