"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Freddy Peralta","MIL","9.92","3.12","3.19","0.69","27.1%","8.5%","18.6%",".188","1.04",".246","70.1%","88","76","92","3.58","3.06","0.52","3.66","3.57","18679","642547"
"Luis Castillo","- - -","10.00","2.69","3.71","0.78","27.2%","7.3%","19.8%",".210","1.08",".275","75.3%","75","76","81","2.99","3.07","-0.08","3.23","3.35","15689","622491"
"Brandon Woodruff","MIL","11.15","2.47","4.52","1.06","30.6%","6.8%","23.9%",".213","1.07",".285","78.6%","75","77","79","3.05","3.08","-0.03","3.14","3.03","16162","605540"
"Patrick Sandoval","LAA","9.14","3.63","2.52","0.48","23.7%","9.4%","14.3%",".243","1.34",".316","76.8%","73","76","93","2.91","3.09","-0.19","3.67","3.94","19447","663776"
"Seranthony Dominguez","PHI","10.76","3.88","2.77","0.71","29.5%","10.6%","18.8%",".196","1.14",".269","76.8%","74","76","82","3.00","3.09","-0.09","3.26","3.15","19249","622554"
"Dylan Cease","CHW","11.10","3.82","2.91","0.78","30.4%","10.4%","19.9%",".189","1.11",".260","82.3%","56","76","89","2.20","3.10","-0.90","3.50","3.48","18525","656302"
"Penn Murfee","SEA","9.87","2.34","4.22","0.91","27.9%","6.6%","21.3%",".190","0.95",".243","77.3%","82","81","91","2.99","3.10","-0.11","3.60","3.01","25174","682171"
"Sandy Leon","CLE","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","80","174","0.00","3.11","-3.11","6.81","9.64","5273","506702"
"Cesar Valdez","LAA","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".400","2.00",".400","0.0%","227","77","79","9.00","3.11","5.89","3.11","0.93","9013","491624"
"Darin Ruf","NYM","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".143","0.50",".143","100.0%","0","79","170","0.00","3.11","-3.11","6.81","7.81","9929","573131"
"Chris Owings","BAL","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".400","2.00",".400","50.0%","235","79","117","9.00","3.11","5.89","4.59","5.92","10030","572008"
"Tucker Barnhart","DET","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".600","3.00",".600","66.7%","234","80","155","9.00","3.11","5.89","6.07","6.57","10200","571466"
"Randal Grichuk","COL","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","75","115","0.00","3.11","-3.11","4.59","4.60","10243","545341"
"Phil Gosselin","LAA","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","77","117","0.00","3.11","-3.11","4.59","4.60","10953","594838"
"Yolmer Sanchez","BOS","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".500","3.00",".500","66.7%","219","78","193","9.00","3.11","5.89","7.55","7.23","11602","570560"
"Jace Peterson","MIL","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","78","115","0.00","3.11","-3.11","4.59","4.60","12325","607054"
"Ken Giles","SEA","12.46","8.31","1.50","0.00","33.3%","22.2%","11.1%",".071","1.15",".125","100.0%","0","81","105","0.00","3.11","-3.11","4.14","4.63","12910","571704"
"Ross Stripling","TOR","7.44","1.34","5.55","0.80","20.7%","3.7%","17.0%",".228","1.02",".269","73.6%","78","79","93","3.01","3.11","-0.10","3.67","3.71","13273","548389"
"Ildemaro Vargas","WSN","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","78","115","0.00","3.11","-3.11","4.59","4.60","13324","545121"
"Kevin Plawecki","BOS","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".250","1.00",".250","100.0%","0","78","193","0.00","3.11","-3.11","7.55","10.41","13807","608700"
"Jack Mayfield","LAA","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".250","1.00",".250","100.0%","0","77","155","0.00","3.11","-3.11","6.07","6.80","15402","608686"
"Reese McGuire","BOS","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","78","155","0.00","3.11","-3.11","6.07","7.23","15674","624512"
"Pablo Reyes","MIL","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","78","115","0.00","3.11","-3.11","4.59","5.92","16357","622569"
"Ian Gibaut","- - -","12.00","4.50","2.67","0.75","30.0%","11.3%","18.8%",".277","1.58",".400","74.3%","105","74","88","4.50","3.11","1.39","3.51","3.24","17871","664139"
"Miguel Diaz","DET","7.36","4.91","1.50","0.00","21.4%","14.3%","7.1%",".083","0.82",".111","66.7%","64","80","120","2.45","3.11","-0.66","4.73","4.58","18815","622766"
"Shaun Anderson","TOR","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".571","4.00",".571","50.0%","469","79","193","18.00","3.11","14.89","7.55","5.92","19453","641312"
"Sheldon Neuse","OAK","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".083","0.27",".083","100.0%","0","81","151","0.00","3.11","-3.11","5.94","6.80","19635","641914"
"Anthony Kay","TOR","13.50","4.50","3.00","0.00","30.0%","10.0%","20.0%",".250","1.50",".400","75.0%","117","79","98","4.50","3.11","1.39","3.85","3.08","20387","641743"
"Anderson Severino","CHW","11.05","4.91","2.25","0.00","26.5%","11.8%","14.7%",".250","1.50",".368","61.5%","157","76","105","6.14","3.11","3.02","4.12","3.40","20582","644429"
"Nick Maton","PHI","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".500","3.00",".500","25.0%","500","77","160","20.25","3.11","17.14","6.44","5.55","21635","665155"
"Janson Junk","LAA","11.88","3.24","3.67","1.08","29.7%","8.1%","21.6%",".294","1.56",".409","60.3%","164","77","61","6.48","3.11","3.37","2.44","2.81","23301","676083"
"Marwin Gonzalez","NYY","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","76","79","0.00","3.11","-3.11","3.11","-1.30","5497","503556"
"Daniel Mengden","KCR","10.29","1.29","8.00","1.29","25.0%","3.1%","21.9%",".323","1.57",".409","62.5%","127","79","74","5.14","3.11","2.03","2.95","2.99","16980","596043"
"Andrew Knizner","STL","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".333","1.50",".333","100.0%","0","80","133","0.00","3.11","-3.11","5.33","5.92","19514","668800"
"Darick Hall","PHI","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".500","3.00",".500","100.0%","0","77","188","0.00","3.11","-3.11","7.55","8.30","19717","669742"
"Jesus Luzardo","MIA","10.76","3.14","3.43","0.90","30.0%","8.8%","21.3%",".190","1.04",".253","71.7%","80","79","78","3.32","3.12","0.20","3.11","3.28","19959","666200"
"Nestor Cortes","NYY","9.27","2.16","4.29","0.91","26.5%","6.2%","20.3%",".188","0.92",".232","82.8%","63","77","92","2.44","3.13","-0.68","3.63","3.48","17874","641482"
"Dylan Floro","MIA","8.05","2.52","3.20","0.67","21.8%","6.8%","15.0%",".234","1.17",".288","69.7%","73","79","90","3.02","3.13","-0.11","3.60","3.51","13394","571670"
"Jake Woodford","STL","4.47","2.05","2.18","0.19","12.8%","5.9%","6.9%",".244","1.12",".278","78.4%","56","80","105","2.23","3.13","-0.90","4.18","4.24","18674","663765"
"Corbin Burnes","MIL","10.83","2.27","4.76","1.02","30.5%","6.4%","24.1%",".196","0.97",".259","76.8%","73","78","72","2.94","3.14","-0.20","2.85","2.91","19361","669203"
"Packy Naughton","STL","8.72","1.97","4.43","0.84","22.0%","5.0%","17.0%",".293","1.44",".364","70.1%","121","80","84","4.78","3.14","1.64","3.36","3.26","23292","676050"
"Hoby Milner","MIL","8.91","2.09","4.27","0.70","23.5%","5.5%","18.0%",".244","1.18",".309","71.1%","93","79","85","3.76","3.16","0.60","3.37","3.08","13346","571948"
"Cristian Javier","HOU","11.74","3.15","3.73","1.03","33.2%","8.9%","24.3%",".169","0.95",".228","83.6%","66","81","89","2.54","3.16","-0.62","3.53","3.14","17606","664299"
"David Phelps","TOR","9.05","4.38","2.06","0.28","23.5%","11.4%","12.1%",".219","1.30",".292","77.2%","74","80","108","2.83","3.16","-0.33","4.26","4.00","6316","475479"
"Griffin Jax","MIN","9.71","2.49","3.90","0.87","26.9%","6.9%","20.0%",".210","1.05",".269","72.3%","87","80","84","3.36","3.17","0.19","3.32","2.98","20253","643377"
"Yency Almonte","LAD","8.41","2.55","3.30","0.51","24.4%","7.4%","17.0%",".149","0.79",".186","95.9%","26","78","92","1.02","3.17","-2.15","3.65","3.25","15068","622075"
"Kyle Crick","CHW","10.91","6.32","1.73","0.00","28.8%","16.7%","12.1%",".189","1.34",".294","69.6%","103","78","105","4.02","3.18","0.85","4.12","4.16","13182","605195"
"Fernando Cruz","CIN","12.89","5.52","2.33","0.61","32.8%","14.1%","18.8%",".167","1.23",".250","90.9%","29","75","90","1.23","3.18","-1.95","3.61","3.42","7048","518585"
"Matthew Boyd","SEA","8.78","5.40","1.63","0.00","24.5%","15.1%","9.4%",".114","0.98",".161","85.7%","37","83","112","1.35","3.19","-1.84","4.41","4.38","15440","571510"
"Jake Cousins","MIL","14.18","5.40","2.63","0.68","35.6%","13.6%","22.0%",".204","1.35",".333","86.0%","67","80","86","2.70","3.19","-0.49","3.43","2.99","21620","664776"
"Aaron Bummer","CHW","10.13","3.38","3.00","0.68","25.6%","8.5%","17.1%",".286","1.50",".384","79.1%","60","78","71","2.36","3.19","-0.82","2.82","2.73","16258","607481"
"Drey Jameson","ARI","8.88","2.59","3.43","0.74","24.5%","7.1%","17.3%",".222","1.11",".281","95.2%","36","83","75","1.48","3.19","-1.72","2.98","3.27","26260","686753"
"Hayden Wesneski","CHC","9.00","1.91","4.71","0.82","25.0%","5.3%","19.7%",".197","0.94",".244","83.9%","56","82","91","2.18","3.20","-1.02","3.64","3.32","27581","669713"
"Ron Marinaccio","NYY","11.45","4.91","2.33","0.41","30.9%","13.3%","17.7%",".146","1.05",".215","81.3%","53","79","103","2.05","3.20","-1.16","4.06","3.42","23488","676760"
"Justin Steele","CHC","9.53","3.78","2.52","0.61","24.6%","9.8%","14.8%",".242","1.35",".317","72.6%","81","82","87","3.18","3.20","-0.03","3.48","3.81","17312","657006"
"Kenley Jansen","ATL","11.95","3.09","3.86","1.13","32.7%","8.5%","24.2%",".191","1.05",".259","76.1%","83","82","87","3.38","3.21","0.17","3.45","2.75","3096","445276"
"Nabil Crismatt","SDP","8.69","2.94","2.95","0.67","23.2%","7.9%","15.4%",".223","1.17",".280","70.3%","76","81","87","2.94","3.22","-0.28","3.46","3.37","17732","622503"
"Robert Suarez","SDP","11.52","3.97","2.90","0.76","31.9%","11.0%","20.9%",".175","1.05",".248","84.7%","58","81","82","2.27","3.22","-0.95","3.24","2.99","30115","663158"
"Kyle Nelson","ARI","7.30","3.41","2.14","0.24","19.9%","9.3%","10.6%",".194","1.08",".243","79.3%","53","84","110","2.19","3.22","-1.03","4.39","4.13","20515","669459"
"Craig Kimbrel","LAD","10.80","4.20","2.57","0.60","27.7%","10.8%","16.9%",".225","1.32",".311","67.6%","95","80","101","3.75","3.23","0.52","4.04","3.44","6655","518886"
"Joely Rodriguez","NYM","10.19","4.65","2.19","0.54","26.4%","12.0%","14.4%",".222","1.35",".302","63.3%","115","82","87","4.47","3.23","1.24","3.46","3.54","11487","570257"
"Alex Lange","DET","11.65","4.41","2.65","0.71","30.3%","11.4%","18.8%",".200","1.23",".284","69.7%","89","83","82","3.41","3.25","0.16","3.23","3.09","19883","656638"
"Kody Clemens","DET","1.29","1.29","1.00","0.00","3.0%","3.0%","0.0%",".375","1.86",".387","76.9%","100","83","142","3.86","3.26","0.60","5.58","5.80","20572","665019"
"Drew Rasmussen","TBR","7.71","1.91","4.03","0.80","21.4%","5.3%","16.1%",".220","1.04",".262","76.0%","76","85","90","2.84","3.26","-0.42","3.56","3.74","25385","656876"
"Martin Perez","TEX","7.75","3.16","2.45","0.50","20.6%","8.4%","12.2%",".239","1.26",".295","77.0%","74","81","96","2.89","3.27","-0.38","3.80","4.08","6902","527048"
"Richard Bleier","MIA","5.68","1.78","3.20","0.53","14.4%","4.5%","9.9%",".299","1.44",".341","74.5%","86","82","94","3.55","3.27","0.28","3.76","3.74","7803","542947"
"Tony Gonsolin","LAD","8.22","2.42","3.40","0.76","23.9%","7.0%","16.9%",".172","0.87",".207","83.8%","54","81","93","2.14","3.28","-1.14","3.69","3.74","19388","664062"
"Trevor Megill","MIN","9.80","3.40","2.88","0.80","25.0%","8.7%","16.3%",".281","1.49",".368","62.5%","124","83","89","4.80","3.29","1.51","3.52","3.38","17722","656730"
"Garrett Whitlock","BOS","9.42","1.72","5.47","1.15","26.4%","4.8%","21.5%",".220","1.02",".271","73.1%","84","83","81","3.45","3.29","0.16","3.20","3.06","20191","676477"
"Brock Burke","TEX","9.84","2.62","3.75","0.98","27.4%","7.3%","20.1%",".209","1.06",".266","83.8%","51","82","88","1.97","3.29","-1.33","3.49","3.05","17968","656271"
"Tanner Houck","BOS","8.40","3.30","2.55","0.45","22.7%","8.9%","13.8%",".224","1.18",".288","75.5%","77","83","93","3.15","3.30","-0.15","3.68","3.61","19879","656557"
"Taylor Clarke","KCR","8.82","1.47","6.00","1.10","23.6%","3.9%","19.7%",".258","1.18",".314","67.2%","99","83","92","4.04","3.30","0.74","3.64","3.16","17611","664199"
"Tyler Anderson","LAD","6.95","1.71","4.06","0.71","19.5%","4.8%","14.7%",".218","1.00",".256","77.8%","65","82","103","2.57","3.31","-0.74","4.10","4.04","12880","542881"
"Angel Rondon","STL","7.20","5.40","1.33","0.00","20.0%","15.0%","5.0%",".059","0.80",".077","100.0%","0","85","142","0.00","3.31","-3.31","5.68","5.38","22036","667373"
"Max Kranick","PIT","7.20","5.40","1.33","0.00","21.1%","15.8%","5.3%",".188","1.20",".250","100.0%","0","83","127","0.00","3.31","-3.31","5.09","5.12","22175","668820"
"Yu Darvish","SDP","9.11","1.71","5.32","1.02","25.6%","4.8%","20.8%",".205","0.95",".250","78.2%","80","84","90","3.10","3.31","-0.22","3.58","3.39","13074","506433"
"Taylor Rogers","- - -","11.75","2.66","4.42","0.98","30.7%","6.9%","23.7%",".234","1.18",".327","63.5%","121","83","82","4.76","3.31","1.44","3.26","2.64","13449","573124"
"Alexis Diaz","CIN","11.73","4.66","2.52","0.71","32.5%","12.9%","19.6%",".129","0.96",".178","81.4%","43","78","99","1.84","3.32","-1.48","3.97","3.29","21132","664747"
"Chris Stratton","- - -","8.53","3.55","2.40","0.57","21.5%","9.0%","12.5%",".286","1.53",".362","69.6%","104","84","101","4.26","3.32","0.95","4.04","3.84","13761","608717"
"John Brebbia","SFG","7.15","2.38","3.00","0.66","18.8%","6.3%","12.5%",".264","1.31",".314","75.9%","80","87","112","3.18","3.32","-0.14","4.50","4.08","12777","605154"
"Juan Minaya","MIN","10.24","4.66","2.20","0.00","24.4%","11.1%","13.3%",".216","1.34",".308","62.5%","144","84","115","5.59","3.32","2.27","4.54","3.71","10341","573668"
"Seth Martinez","HOU","8.84","3.26","2.71","0.70","24.5%","9.0%","15.5%",".186","1.03",".232","84.2%","55","85","99","2.09","3.32","-1.22","3.92","3.56","21045","661527"
"Colin Holderman","- - -","7.62","4.45","1.71","0.00","20.3%","11.9%","8.5%",".200","1.20",".263","63.2%","94","84","120","3.81","3.32","0.49","4.79","4.37","22361","670059"
"Archie Bradley","LAA","7.23","3.38","2.14","0.48","19.2%","9.0%","10.3%",".239","1.29",".291","48.7%","122","82","97","4.82","3.33","1.49","3.82","3.75","12918","605151"
"Steven Brault","CHC","8.00","5.00","1.60","0.00","20.5%","12.8%","7.7%",".242","1.44",".320","71.4%","76","86","132","3.00","3.33","-0.33","5.31","4.56","15291","643230"
"Alek Manoah","TOR","8.24","2.33","3.53","0.73","22.9%","6.5%","16.4%",".200","0.99",".244","82.6%","58","85","101","2.24","3.35","-1.10","3.97","3.85","26410","666201"
"Dennis Santana","TEX","8.28","4.30","1.93","0.31","21.2%","11.0%","10.2%",".224","1.33",".287","54.3%","134","83","106","5.22","3.35","1.86","4.19","4.06","17878","642701"
"Michael Plassmeyer","PHI","8.59","1.23","7.00","1.23","24.1%","3.4%","20.7%",".321","1.36",".400","81.4%","91","83","66","3.68","3.39","0.30","2.62","2.78","23191","674681"
"Jesse Chavez","- - -","9.61","2.60","3.70","1.04","25.3%","6.8%","18.5%",".262","1.31",".333","71.8%","94","86","84","3.76","3.39","0.38","3.32","3.19","5448","445926"
"Justin Lawrence","COL","10.13","4.64","2.18","0.63","25.1%","11.5%","13.6%",".262","1.55",".350","63.7%","125","81","90","5.70","3.39","2.30","3.59","3.63","17639","664875"
"Amir Garrett","KCR","9.73","6.35","1.53","0.00","25.0%","16.3%","8.7%",".176","1.32",".255","60.0%","122","86","121","4.96","3.40","1.56","4.77","4.53","14375","607237"
"Sonny Gray","MIN","8.80","2.71","3.25","0.83","24.0%","7.4%","16.6%",".222","1.13",".277","77.2%","80","86","93","3.08","3.40","-0.32","3.66","3.73","12768","543243"
"Ryan Thompson","TBR","8.23","2.32","3.55","0.84","21.5%","6.1%","15.5%",".232","1.17",".280","60.3%","102","89","90","3.80","3.42","0.38","3.55","3.33","16647","657044"
"Kendall Graveman","CHW","9.14","3.60","2.54","0.69","23.2%","9.1%","14.0%",".254","1.40",".324","74.7%","81","84","87","3.18","3.42","-0.24","3.44","3.39","15514","608665"
"Jorge Lopez","- - -","9.13","3.93","2.32","0.51","24.2%","10.4%","13.8%",".204","1.18",".266","76.1%","66","87","93","2.54","3.42","-0.89","3.69","3.46","14527","605347"
"Connor Brogdon","PHI","10.23","2.25","4.55","1.23","26.6%","5.9%","20.7%",".250","1.25",".317","84.0%","81","84","87","3.27","3.43","-0.16","3.47","3.06","21205","641401"
"Tyler Rogers","SFG","5.83","2.74","2.13","0.36","15.4%","7.2%","8.2%",".251","1.27",".293","69.2%","90","90","103","3.57","3.44","0.13","4.12","3.93","15541","643511"
"Josh Hader","- - -","14.58","3.78","3.86","1.44","37.0%","9.6%","27.4%",".222","1.28",".333","66.9%","132","86","74","5.22","3.45","1.77","2.94","2.38","14212","623352"
"Manny Banuelos","- - -","9.22","4.61","2.00","0.44","24.0%","12.0%","12.0%",".212","1.29",".280","62.0%","107","86","100","4.39","3.45","0.94","3.98","3.82","5365","544365"
"Logan Gilbert","SEA","8.43","2.38","3.55","0.92","22.7%","6.4%","16.3%",".239","1.18",".292","77.6%","88","91","96","3.20","3.46","-0.26","3.78","3.84","22250","669302"
"Dany Jimenez","OAK","8.91","4.72","1.89","0.52","23.4%","12.4%","11.0%",".181","1.19",".231","65.4%","91","91","114","3.41","3.46","-0.05","4.47","4.14","21170","666204"
"Garrett Richards","TEX","7.59","2.74","2.77","0.63","19.5%","7.0%","12.4%",".260","1.34",".315","57.3%","135","86","100","5.27","3.46","1.81","3.94","3.66","9784","572070"
"Adam Cimber","TOR","7.39","1.66","4.46","0.76","19.8%","4.4%","15.4%",".243","1.12",".288","75.1%","73","88","98","2.80","3.47","-0.66","3.87","3.53","15288","643256"
"Gerrit Cole","NYY","11.53","2.24","5.14","1.48","32.4%","6.3%","26.1%",".208","1.02",".268","78.2%","90","85","70","3.50","3.47","0.03","2.77","2.77","13125","543037"
"Tim Hill","SDP","4.69","2.63","1.79","0.19","12.6%","7.0%","5.5%",".249","1.23",".284","69.8%","92","88","108","3.56","3.47","0.10","4.31","4.02","16814","657612"
"Shawn Armstrong","- - -","9.63","2.48","3.88","1.02","24.5%","6.3%","18.2%",".266","1.35",".337","71.2%","114","90","87","4.38","3.47","0.91","3.46","3.18","12857","542888"
"Yimi Garcia","TOR","8.56","2.36","3.63","0.89","23.5%","6.5%","17.0%",".211","1.05",".258","70.5%","81","88","104","3.10","3.47","-0.37","4.09","3.43","12095","554340"
"Dillon Tate","BAL","7.33","1.95","3.75","0.73","20.5%","5.5%","15.1%",".212","0.99",".251","71.2%","80","89","86","3.05","3.48","-0.42","3.40","3.09","17796","622253"
"Jalen Beeks","TBR","10.33","3.25","3.18","1.03","28.0%","8.8%","19.2%",".217","1.16",".282","80.7%","75","91","82","2.80","3.49","-0.69","3.26","3.16","17192","656222"
"Lance McCullers Jr.","HOU","9.44","4.15","2.27","0.76","25.6%","11.3%","14.4%",".214","1.24",".277","88.0%","59","89","91","2.27","3.49","-1.22","3.58","3.96","14120","621121"
"Matt Brash","SEA","11.01","5.86","1.88","0.53","27.9%","14.9%","13.1%",".246","1.56",".352","72.9%","122","92","94","4.44","3.51","0.93","3.70","4.00","25756","666374"
"Sean Hjelle","SFG","10.08","2.88","3.50","1.08","24.3%","7.0%","17.4%",".311","1.64",".400","60.8%","146","92","69","5.76","3.51","2.25","2.72","2.72","21481","663546"
"Collin Wiles","OAK","8.38","1.86","4.50","0.93","22.0%","4.9%","17.1%",".289","1.34",".357","63.5%","124","92","78","4.66","3.53","1.13","3.10","2.87","15106","621079"
"Tayler Scott","SDP","9.75","4.50","2.17","0.75","22.0%","10.2%","11.9%",".358","2.08",".462","63.6%","174","89","98","6.75","3.53","3.22","3.93","3.87","13652","605463"
"Lucas Gilbreath","COL","10.26","5.44","1.88","0.42","26.2%","13.9%","12.3%",".236","1.47",".330","70.1%","92","85","102","4.19","3.53","0.66","4.06","3.95","21290","656458"
"Carlos Carrasco","NYM","9.00","2.43","3.71","1.01","23.6%","6.4%","17.2%",".270","1.33",".337","74.7%","102","89","87","3.97","3.53","0.43","3.45","3.60","6632","471911"
"Joey Wentz","DET","7.44","3.58","2.08","0.55","20.0%","9.6%","10.4%",".190","1.10",".228","70.2%","79","91","116","3.03","3.54","-0.51","4.56","4.58","19962","666214"
"Jackson Stephens","ATL","7.88","3.86","2.04","0.50","20.0%","9.8%","10.2%",".234","1.34",".289","60.7%","90","91","102","3.69","3.54","0.15","4.06","4.03","14420","623451"
"Will Vest","DET","9.00","3.14","2.86","0.86","23.2%","8.1%","15.1%",".251","1.33",".315","72.5%","104","91","88","4.00","3.54","0.46","3.48","3.39","19769","676684"
"Braxton Garrett","MIA","9.20","2.45","3.75","0.92","24.1%","6.4%","17.7%",".254","1.25",".321","76.4%","87","89","88","3.58","3.56","0.02","3.50","3.52","21844","666129"
"Zach Eflin","PHI","7.73","1.78","4.33","0.95","20.8%","4.8%","16.0%",".239","1.12",".282","66.0%","100","87","96","4.04","3.56","0.48","3.81","3.78","13774","621107"
"Tanner Banks","CHW","8.32","3.06","2.72","0.85","22.6%","8.3%","14.3%",".212","1.13",".257","66.7%","78","87","91","3.06","3.57","-0.51","3.60","3.55","16990","621383"
"Brad Boxberger","MIL","9.56","3.80","2.52","0.84","25.4%","10.1%","15.3%",".218","1.23",".279","79.9%","73","89","102","2.95","3.57","-0.61","4.06","3.65","10133","502202"
"Michael Fulmer","- - -","8.62","3.96","2.18","0.57","22.1%","10.1%","12.0%",".243","1.37",".309","75.2%","88","91","113","3.39","3.57","-0.18","4.45","4.01","13218","605242"
"Corey Kluber","TBR","7.63","1.15","6.62","1.10","20.2%","3.0%","17.1%",".271","1.21",".317","70.2%","116","93","99","4.34","3.57","0.77","3.92","3.85","2429","446372"
"Jonathan Loaisiga","NYY","6.94","3.56","1.95","0.56","18.2%","9.4%","8.9%",".234","1.29",".278","64.0%","106","88","96","4.13","3.57","0.55","3.78","3.76","19753","642528"
"Cristofer Ogando","TBR","4.15","2.08","2.00","0.00","11.8%","5.9%","5.9%",".267","1.15",".308","66.7%","111","93","126","4.15","3.57","0.58","4.94","4.79","20667","642657"
"Logan Gillaspie","BAL","5.19","1.56","3.33","0.52","13.5%","4.1%","9.5%",".290","1.33",".328","72.0%","81","91","113","3.12","3.57","-0.46","4.45","4.29","22461","670810"
"Eli Morgan","CLE","9.72","1.76","5.54","1.35","28.1%","5.1%","23.0%",".191","0.89",".226","68.1%","88","92","90","3.38","3.58","-0.20","3.54","2.92","20203","669212"
"Brady Singer","KCR","8.80","2.05","4.29","1.06","24.2%","5.6%","18.5%",".243","1.14",".300","79.6%","79","91","83","3.23","3.58","-0.35","3.30","3.40","25377","663903"
"David Robertson","- - -","11.45","4.95","2.31","0.85","30.7%","13.3%","17.4%",".173","1.16",".237","86.0%","60","90","93","2.40","3.58","-1.18","3.71","3.43","8241","502085"
"Kyle Wright","ATL","8.68","2.65","3.28","0.95","23.6%","7.2%","16.4%",".231","1.16",".284","78.9%","78","92","83","3.19","3.58","-0.39","3.30","3.48","19665","657140"
"Luis Gonzalez","SFG","0.00","1.42","0.00","0.00","0.0%","3.3%","-3.3%",".310","1.58",".310","60.0%","144","94","130","5.68","3.59","2.10","5.22","5.31","20332","670768"
"Joe Musgrove","SDP","9.15","2.09","4.38","1.09","24.9%","5.7%","19.2%",".225","1.08",".276","79.8%","76","91","87","2.93","3.59","-0.65","3.47","3.45","12970","605397"
"Keegan Akin","BAL","8.49","2.20","3.85","1.10","23.4%","6.1%","17.3%",".224","1.09",".267","72.4%","83","91","84","3.20","3.59","-0.39","3.34","3.20","19362","669211"
"Gregory Soto","DET","8.95","5.07","1.76","0.30","22.8%","12.9%","9.9%",".221","1.38",".294","66.5%","85","92","117","3.28","3.59","-0.31","4.59","4.21","19677","642397"
"Triston McKenzie","CLE","8.94","2.07","4.32","1.18","25.6%","5.9%","19.7%",".199","0.95",".237","80.3%","77","92","95","2.96","3.59","-0.63","3.77","3.57","18000","663474"
"Clarke Schmidt","NYY","8.74","3.59","2.43","0.78","23.7%","9.7%","14.0%",".218","1.20",".273","75.0%","80","89","100","3.12","3.60","-0.48","3.96","3.79","19899","657376"
"Ryan Brasier","BOS","9.24","1.88","4.92","1.30","24.3%","4.9%","19.4%",".273","1.30",".335","56.2%","140","91","88","5.78","3.61","2.17","3.49","3.12","5615","518489"
"Jordan Montgomery","- - -","7.97","1.82","4.39","1.06","21.8%","5.0%","16.9%",".234","1.09",".275","75.5%","89","90","87","3.48","3.61","-0.13","3.43","3.61","16511","656756"
"Scott Barlow","KCR","9.32","2.66","3.50","1.09","26.6%","7.6%","19.0%",".196","1.00",".240","83.9%","54","92","87","2.18","3.62","-1.44","3.42","3.10","14993","605130"
"Wyatt Mills","- - -","7.98","3.99","2.00","0.31","20.3%","10.2%","10.2%",".236","1.33",".301","68.1%","117","93","118","4.60","3.62","0.98","4.64","4.15","20010","670090"
"James Norwood","PHI","11.42","4.67","2.44","1.04","25.9%","10.6%","15.3%",".316","1.90",".423","53.0%","205","89","94","8.31","3.63","4.68","3.75","3.61","16440","656803"
"Brett Martin","TEX","7.20","3.24","2.22","0.72","18.9%","8.5%","10.4%",".258","1.36",".307","65.7%","106","91","96","4.14","3.63","0.51","3.81","3.87","17369","656685"
"Logan Allen","- - -","8.22","5.87","1.40","0.00","17.5%","12.5%","5.0%",".353","2.22",".444","72.2%","153","93","142","5.87","3.63","2.24","5.57","4.82","18555","663531"
"Lou Trivino","- - -","11.24","4.02","2.79","1.01","26.8%","9.6%","17.2%",".288","1.64",".389","73.0%","120","93","84","4.53","3.63","0.89","3.34","3.19","15043","642152"
"David Peterson","NYM","10.73","4.09","2.63","0.94","27.8%","10.6%","17.2%",".233","1.33",".313","73.9%","99","92","83","3.83","3.64","0.19","3.31","3.57","20302","656849"
"Taijuan Walker","NYM","7.55","2.57","2.93","0.86","20.3%","6.9%","13.4%",".239","1.19",".284","75.7%","90","92","97","3.49","3.65","-0.16","3.88","4.05","11836","592836"
"Jakob Junis","SFG","7.88","2.01","3.92","1.04","20.5%","5.2%","15.3%",".267","1.29",".317","70.3%","112","95","92","4.42","3.65","0.77","3.67","3.78","13619","596001"
